StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,agreement,comp_check,trustworthiness,negative_cons,neg_cons_reasons,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,condition
25/04/2019 20:36,25/04/2019 20:38,0,100,107,1,25/04/2019 20:38,R_3eqaVGTWXlmNyWH,anonymous,EN-GB,4,4,5,16,Prioritizing lives of people could ensure that only wealthy people with connections can receive life-savi ng organs and procedures.,65,female,6,,"$60,000 to $84,999",4,72500,adaf7d03,1d17b12a,United States,concrete-rule
25/04/2019 20:37,25/04/2019 20:38,0,100,83,1,25/04/2019 20:38,R_1l0GbS4hDQ2gqxa,anonymous,EN-GB,7,4,7,11,,70,male,5,,"$60,000 to $84,999",4,72500,0988e5ae,1466d5fe,United States,concrete-rule
25/04/2019 20:37,25/04/2019 20:38,0,100,101,1,25/04/2019 20:38,R_2X6yw0JC6KmCj8U,anonymous,EN-GB,6,4,6,12,,69,female,6,,"$85,000 to $114,999",5,100000,b2a7d130,9e87b31b,United States,concrete-norule
25/04/2019 20:38,25/04/2019 20:39,0,100,28,1,25/04/2019 20:39,R_3LZGC78x2oV11kh,anonymous,EN-GB,3,3,5,15,Any long term thing that involves budget can be risky.,30,male,2,,"$40,000 to $59,999",3,50000,6ddfa4d7,27ea2cf8,United States,concrete-norule
25/04/2019 20:38,25/04/2019 20:39,0,100,75,1,25/04/2019 20:39,R_2ZKayGzMljXP2If,anonymous,EN-GB,4,4,2,17,Because it could lead to extremely unethical behavior.,38,female,5,,"$40,000 to $59,999",3,50000,190fec70,7a0185ac,United States,hypothetical-rule
25/04/2019 20:38,25/04/2019 20:40,0,100,136,1,25/04/2019 20:40,R_2tnG3tBfdeWLrSn,anonymous,EN-GB,5,4,5,13,,38,female,5,,"$85,000 to $114,999",5,100000,65830e9f,2fe81706,United States,hypothetical-rule
25/04/2019 20:39,25/04/2019 20:41,0,100,86,1,25/04/2019 20:41,R_1pECTIPumzmIO9B,anonymous,EN-GB,1,4,2,17,it may lead to them declining to care for patients they deem socially unworthy,34,female,2,,"$60,000 to $84,999",4,72500,bd3c30e7,3df28d15,United States,concrete-rule
25/04/2019 20:40,25/04/2019 20:41,0,100,63,1,25/04/2019 20:42,R_1MKCo3vkdBidbzA,anonymous,EN-GB,7,4,6,12,,35,male,6,,"$150,000 to $199,999",7,175000,8cf6eadf,33297838,United States,concrete-norule
25/04/2019 20:41,25/04/2019 20:44,0,100,185,1,25/04/2019 20:44,R_11k1m3RMXV7rY3f,anonymous,EN-GB,2,4,2,16,People can abuse the system and just prioritize wealthy people only and it would just be about social status only. ,30,male,4,,"$25,000 to $39,999",2,32500,fbf20a09,0d25bc6e,United States,hypothetical-rule
25/04/2019 20:45,25/04/2019 20:47,0,100,70,1,25/04/2019 20:47,R_11WMXhp4Y2nny6y,anonymous,EN-GB,5,4,5,16,It will be controversial and lead to issues every time a person is not picked for a transplant,35,male,5,,"$40,000 to $59,999",3,50000,53a9ee35,804da41b,United States,concrete-rule
25/04/2019 20:51,25/04/2019 20:52,0,100,61,1,25/04/2019 20:52,R_2qCNBpYuIqRNdxC,anonymous,EN-GB,6,4,4,16,Can run into situations like this a lot which is terrible. ,25,male,4,,"$115,000 to $149,999",6,132500,f50897d3,c603b0d4,United States,hypothetical-rule
25/04/2019 20:51,25/04/2019 20:52,0,100,77,1,25/04/2019 20:52,R_3EFOTsvaxiuymU7,anonymous,EN-GB,6,4,6,12,,53,male,6,,"$25,000 to $39,999",2,32500,da5a4f1d,c04dd5e5,United States,concrete-norule
25/04/2019 20:51,25/04/2019 20:55,0,100,212,1,25/04/2019 20:55,R_1CJR77teX3351DY,anonymous,EN-GB,1,4,1,17,It establishes precedent for organ transplant being dependent on a person's perceived value to society. And since wealthy people can often be judged as more valuable than less fortunate people it also means that transplants will favor the rich over the poor.,30,male,2,,"$40,000 to $59,999",3,50000,4f46aee0,8d688acd,United States,concrete-norule
25/04/2019 20:55,25/04/2019 20:56,0,100,90,1,25/04/2019 20:56,R_1q4jgtP9ja5rRjb,anonymous,EN-GB,6,4,5,16,"It could be subjective considering who is more beneficial to society, further, no one can predict the future so just because someone isn't benefiting society right now does not mean they will not be helpful in the future, if they live.",35,female,5,,"$150,000 to $199,999",7,175000,599685fb,d1baddac,United States,concrete-rule
25/04/2019 21:11,25/04/2019 21:11,0,100,50,1,25/04/2019 21:11,R_eR5YCYla3QwYdAl,anonymous,EN-GB,7,4,6,13,,31,male,2,,"$40,000 to $59,999",3,50000,e788fc9a,783fae3f,United States,concrete-norule
25/04/2019 21:24,25/04/2019 21:25,0,100,27,1,25/04/2019 21:25,R_1CvvLx5UPiNGxoH,anonymous,EN-GB,6,4,5,13,,38,female,5,,"$10,000 to $24,999",1,17500,e3fa37b0,8caeaf1d,United States,concrete-rule
25/04/2019 21:24,25/04/2019 21:25,0,100,47,1,25/04/2019 21:25,R_24nMMVPChlJeQJO,anonymous,EN-GB,1,4,1,17,People would begin to believe only certain people are worthy of organ donations,41,female,4,,"$40,000 to $59,999",3,50000,fc8025e7,b8cf5acb,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:25,0,100,16,1,25/04/2019 21:25,R_1LnCUGaHnOd6YVU,anonymous,EN-GB,5,4,4,13,,40,male,5,,"$40,000 to $59,999",3,50000,fed8669c,508da26c,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:26,0,100,57,1,25/04/2019 21:26,R_XYOHOV8ATqJypQB,anonymous,EN-GB,2,4,2,14,,46,female,2,,"Less than $9,999",0,5000,571bbb57,3e99ea70,United States,hypothetical-rule
25/04/2019 21:24,25/04/2019 21:26,0,100,67,1,25/04/2019 21:26,R_28CCVxaiHEgEQ2c,anonymous,EN-GB,1,4,1,17,"It could make people dislike and distrust the hospital, which would lead to lost revenue.",32,male,2,,"Less than $9,999",0,5000,f3004dc8,eac1b48b,United States,hypothetical-rule
25/04/2019 21:24,25/04/2019 21:26,0,100,91,1,25/04/2019 21:26,R_33a6gyM4U0zLZUE,anonymous,EN-GB,4,4,5,14,,32,male,2,,"Less than $9,999",0,5000,2452bcc3,74ba59b4,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:26,0,100,66,1,25/04/2019 21:26,R_beEpDJXfpOIEyR3,anonymous,EN-GB,2,4,3,16,"Well it could really easily start leading itself to the concept of eugenics, which is horrible.",31,female,2,,"$40,000 to $59,999",3,50000,1650dd29,67daf597,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:26,0,100,56,1,25/04/2019 21:26,R_D2zZQ6pkGu8ADM5,anonymous,EN-GB,6,3,4,15,discrimination lawsuuits,33,female,2,,"$25,000 to $39,999",2,32500,5f3daf7d,4.60E+31,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:26,0,100,53,1,25/04/2019 21:26,R_1Pe0HA3I3DJv4ja,anonymous,EN-GB,5,4,3,15,"It's just not a good practice, there are alternatives.",24,male,5,,"$40,000 to $59,999",3,50000,d780ca78,74863b51,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:26,0,100,61,1,25/04/2019 21:26,R_SO7azCpbD4cLtVn,anonymous,EN-GB,6,4,5,14,,69,male,8,,"$150,000 to $199,999",7,175000,c8d6e1c7,35607c9b,United States,concrete-rule
25/04/2019 21:24,25/04/2019 21:26,0,100,125,1,25/04/2019 21:26,R_Xj1Tbrmty30wOch,anonymous,EN-GB,6,4,5,15,The person not chosen coud possiblly do good if given life,54,female,4,,"$40,000 to $59,999",3,50000,f6b05b9d,f0533048,United States,concrete-rule
25/04/2019 21:24,25/04/2019 21:26,0,100,116,1,25/04/2019 21:26,R_12xPz0u4iIgoFMX,anonymous,EN-GB,6,4,5,16,It could put someone's life at risk. It would increase only the priviledged getting transplants.,35,female,5,,"$60,000 to $84,999",4,72500,70fbbcde,6025249c,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:26,0,100,81,1,25/04/2019 21:26,R_3lxnnBZjaP47eC6,anonymous,EN-GB,5,4,4,14,,39,female,2,,"$40,000 to $59,999",3,50000,c27a0f13,142fb456,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:26,0,100,62,1,25/04/2019 21:26,R_3erzcucCvpleK1f,anonymous,EN-GB,5,4,5,14,,66,female,4,,"$40,000 to $59,999",3,50000,b20702b3,0b6c71c7,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:27,0,100,78,1,25/04/2019 21:27,R_1WWNnhwYiCouHXr,anonymous,EN-GB,7,4,7,15,Who knows what might happen. That other person might cure cancer or something.,31,male,2,,"$115,000 to $149,999",6,132500,2e9aa4b0,d3fd8834,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:27,0,100,96,1,25/04/2019 21:27,R_z1hjTFcwCDNkecN,anonymous,EN-GB,6,4,6,12,,63,male,6,,"$40,000 to $59,999",3,50000,af4e4ea0,eaaf8988,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:27,0,100,58,1,25/04/2019 21:27,R_3fvYW4Q6LBqNFsQ,anonymous,EN-GB,2,4,1,17,It is unfair to other patients.,45,male,4,,"$40,000 to $59,999",3,50000,fc69ad64,7cdc2779,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:27,0,100,33,1,25/04/2019 21:27,R_Rh5umMREPaSoEHT,anonymous,EN-GB,6,4,5,14,,29,male,4,,"$40,000 to $59,999",3,50000,d50fc097,e3978cff,United States,concrete-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,59,1,25/04/2019 21:27,R_BJM2t1irOpmpWgx,anonymous,EN-GB,1,4,6,13,,32,male,2,,"$10,000 to $24,999",1,17500,e074a724,53c58613,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:27,0,100,88,1,25/04/2019 21:27,R_WvWI69dyUt06cgx,anonymous,EN-GB,5,4,5,14,,31,female,5,,"$60,000 to $84,999",4,72500,819c4b37,d3221228,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,80,1,25/04/2019 21:27,R_3q8ndgLTWgUbXAk,anonymous,EN-GB,6,4,4,14,,32,female,5,,"$60,000 to $84,999",4,72500,b9efef64,22856711,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:27,0,100,126,1,25/04/2019 21:27,R_3PbjiQgqS7pAyEA,anonymous,EN-GB,6,4,6,15,"It could definitely be used to support biases and that wouldn't be good at all. I would prefer an algorithm to determine how useful a person is, and if its within a margin, just have a coin toss.",28,male,2,,"Less than $9,999",0,5000,f183a401,b662cb39,United States,concrete-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,55,1,25/04/2019 21:27,R_1mKS0n9rV3SEBDo,anonymous,EN-GB,7,4,6,13,,28,male,3,,"$60,000 to $84,999",4,72500,669bd5e6,25f783f0,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:27,0,100,55,1,25/04/2019 21:27,R_3EiEY6AXnFg0Ftm,anonymous,EN-GB,7,4,4,14,,28,male,5,,"$10,000 to $24,999",1,17500,afcf7b07,64cfde5c,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:27,0,100,63,1,25/04/2019 21:27,R_3KwKHUpCKYJw6HX,anonymous,EN-GB,5,4,4,16,It could mean people who have more accomplishments get better treatment.,25,female,5,,"$60,000 to $84,999",4,72500,48b976e3,68c54945,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:27,0,100,107,1,25/04/2019 21:27,R_1Fx594m7eC3X1Kw,anonymous,EN-GB,5,4,4,13,,29,female,5,,"$115,000 to $149,999",6,132500,c41b1f8b,4fb254b7,United States,concrete-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,97,1,25/04/2019 21:27,R_WiCxM6SD8WqIRBn,anonymous,EN-GB,1,4,1,17,It is not up to the hospital to play God and decide who lives and who dies. ,26,female,3,,"$85,000 to $114,999",5,100000,257464c3,6321987b,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:27,0,100,103,1,25/04/2019 21:27,R_eeuvuGCLjWgdK0h,anonymous,EN-GB,6,4,6,13,,37,male,5,,"$200,000 or more",8,225000,ad2119a4,69b5f7d9,United States,concrete-norule
25/04/2019 21:25,25/04/2019 21:27,0,100,114,1,25/04/2019 21:27,R_D6jKwU4P3CBKCXv,anonymous,EN-GB,7,3,5,16,They could run out of kidneys fast.,33,female,4,,"$60,000 to $84,999",4,72500,095c9c8a,577b5be7,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,97,1,25/04/2019 21:27,R_2Yu1zM0oxMaEcJX,anonymous,EN-GB,5,4,5,15,It could end up that wealthier people end up getting organs as they are more likely to be in roles that help society than poorer people; it is not the intension of the policy to discriminate in that way but it could end up/turn into that.,45,female,5,,"$200,000 or more",8,225000,1211f4d6,ddd80e30,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:27,0,100,82,1,25/04/2019 21:27,R_sbWWWLdk4HNxlTj,anonymous,EN-GB,1,4,1,16,It could lead to someone suing the hospital. ,49,female,2,,"$40,000 to $59,999",3,50000,8fd394f5,d670b9c2,United States,hypothetical-rule
25/04/2019 21:27,25/04/2019 21:27,0,100,54,1,25/04/2019 21:27,R_25sfIvaCKZ9pZzk,anonymous,EN-GB,2,4,4,14,,51,female,5,,"$10,000 to $24,999",1,17500,8dc3ae5e,12414a8b,United States,hypothetical-rule
25/04/2019 21:25,25/04/2019 21:28,0,100,158,1,25/04/2019 21:28,R_UPVcdxP5yGzmaJj,anonymous,EN-GB,5,4,5,15,"It could lead to negative consequences, because in cases where the patients are not such polar opposites, who is going to decide who's life is more valuable to the community?",27,female,5,,"$60,000 to $84,999",4,72500,c1c23d6f,d56ff044,United States,concrete-rule
25/04/2019 21:27,25/04/2019 21:28,0,100,60,1,25/04/2019 21:28,R_29g1W3BEGFpqUCw,anonymous,EN-GB,6,4,5,15,They can't know all the factors about a person and if they're good or not.,33,female,2,,"$40,000 to $59,999",3,50000,3abf9c6c,e38a3a78,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:28,0,100,79,1,25/04/2019 21:28,R_6lEYDAOhzElAqY1,anonymous,EN-GB,6,4,6,13,,65,male,8,,"$115,000 to $149,999",6,132500,c96f2871,8355dd87,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:28,0,100,138,1,25/04/2019 21:28,R_2lAazVBqrgylksh,anonymous,EN-GB,3,4,2,16,"What happens when you have a plumber and a carpenter?  Who gets the kidney?  In reality, most of the decisions will be who-you-know-or-pay.",54,male,6,,"$150,000 to $199,999",7,175000,9894ec29,79e9bf4e,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:28,0,100,131,1,25/04/2019 21:28,R_cGgCuqmi1tP4HND,anonymous,EN-GB,5,4,5,15,it might backfire as with everything in life,32,male,5,,"$25,000 to $39,999",2,32500,6ecf2b9b,87e986e3,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:28,0,100,70,1,25/04/2019 21:28,R_0dolJC6FgLMG7oB,anonymous,EN-GB,4,4,4,16,Poor people will die rather than rich people,24,female,2,,"$25,000 to $39,999",2,32500,e2846c00,90bcd4b6,United States,concrete-rule
25/04/2019 21:27,25/04/2019 21:28,0,100,57,1,25/04/2019 21:28,R_2rVgz7LXwHI2i6i,anonymous,EN-GB,6,4,5,15,There are unforseen risks that should be taken into account. It's best to be on the safe side.,31,male,5,,"$25,000 to $39,999",2,32500,54079020,4a7e1bde,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:28,0,100,123,1,25/04/2019 21:28,R_1MWWWrEzy406L4e,anonymous,EN-GB,7,4,7,15,People of low status would have no hope for life-saving treatments anymore.,54,male,2,,"$25,000 to $39,999",2,32500,087a46c5,27e02d78,United States,concrete-norule
25/04/2019 21:27,25/04/2019 21:28,0,100,49,1,25/04/2019 21:28,R_3hlI6hjl0h2K1Y2,anonymous,EN-GB,5,4,5,14,,58,male,5,,"$10,000 to $24,999",1,17500,6b57027a,5b6efd48,United States,hypothetical-rule
25/04/2019 21:27,25/04/2019 21:28,0,100,63,1,25/04/2019 21:28,R_2YxhEL9pDfNuNnP,anonymous,EN-GB,1,4,1,17,It could lead to rejecting people based off of undefined worthiness.,34,female,6,,"$115,000 to $149,999",6,132500,def11dd0,aed3a8b8,United States,concrete-rule
25/04/2019 21:25,25/04/2019 21:28,0,100,184,1,25/04/2019 21:28,R_3dR0gxM9hzsNwRI,anonymous,EN-GB,5,4,3,15,Media coverage would lead to citizen outrage at the idea that their lives may be seen of lesser value based on their job description.,32,male,2,,"$10,000 to $24,999",1,17500,fe65d398,5f1786af,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:28,0,100,120,1,25/04/2019 21:28,R_3I9ttBL3lbDA5NB,anonymous,EN-GB,5,4,3,15,"Evaluations of this kind are not foolproof and could be highly ""subjective""",65,male,5,,"$40,000 to $59,999",3,50000,eb720412,82ecda97,United States,concrete-rule
25/04/2019 21:27,25/04/2019 21:28,0,100,77,1,25/04/2019 21:28,R_SMOnookoZIybtGV,anonymous,EN-GB,5,4,4,14,,30,female,2,,"$10,000 to $24,999",1,17500,bcd0c552,9e519a9a,United States,concrete-norule
25/04/2019 21:26,25/04/2019 21:28,0,100,128,1,25/04/2019 21:28,R_6V6TyqFyelpl721,anonymous,EN-GB,1,4,2,17,"There could be favoritism based on your status, which would negatively affect minorities. ",36,male,5,,"$25,000 to $39,999",2,32500,0217921f,35fd17fb,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:28,0,100,125,1,25/04/2019 21:28,R_3rYB5Guqkz00OF6,anonymous,EN-GB,7,4,4,15,People could die because they are still waiting for a transplant.,40,female,5,,"$85,000 to $114,999",5,100000,308cb30b,5f61317b,United States,hypothetical-rule
25/04/2019 21:26,25/04/2019 21:29,0,100,153,1,25/04/2019 21:29,R_3P4RTCQA5wrimwS,anonymous,EN-GB,3,4,5,15,"A person such as a surgeon may be able to do things that few other people could do, but that surgeon may also have quite a bit of money which the surgeon could use to influence the board's decision on who to give the kidney.",53,male,5,,"$115,000 to $149,999",6,132500,87957602,48ff7028,United States,hypothetical-rule
25/04/2019 21:28,25/04/2019 21:29,0,100,58,1,25/04/2019 21:29,R_ezkwbzECbLiZKU1,anonymous,EN-GB,2,4,1,17,That is crazy ,39,male,5,,"$60,000 to $84,999",4,72500,dead9fde,0cdcc780,United States,hypothetical-rule
25/04/2019 21:27,25/04/2019 21:29,0,100,116,1,25/04/2019 21:29,R_1rIeDhttVKV0xvN,anonymous,EN-GB,5,4,4,15,I think the hospital will face ethical backlash from prioritizing one life over another.,33,female,4,,"$60,000 to $84,999",4,72500,1074b9ba,f1aef96e,United States,concrete-rule
25/04/2019 21:27,25/04/2019 21:29,0,100,72,1,25/04/2019 21:29,R_ZryLQjOCs47oyjf,anonymous,EN-GB,7,4,6,12,,32,female,5,,"$25,000 to $39,999",2,32500,5e29932a,cd78e880,United States,concrete-norule
25/04/2019 21:27,25/04/2019 21:29,0,100,112,1,25/04/2019 21:29,R_1LCNf6wPhAB2dFB,anonymous,EN-GB,1,4,3,16,It could lead to anger at the hopsital by those on the organ waiting list.  ,37,female,4,,"$40,000 to $59,999",3,50000,94a26646,a9b94d10,United States,hypothetical-rule
25/04/2019 21:24,25/04/2019 21:29,0,100,263,1,25/04/2019 21:29,R_1eRbY8DGpEeOz3a,anonymous,EN-GB,6,4,6,15,"While I understand the concept of one person benefiting society (people) more than another, I can see issues when two professionals might be in need of an organ. Would you then need to toss a coin? ",30,female,5,,"$25,000 to $39,999",2,32500,2600c1a8,00a1fc48,United States,concrete-norule
25/04/2019 21:28,25/04/2019 21:29,0,100,77,1,25/04/2019 21:29,R_6ohawU1eDb3P8hH,anonymous,EN-GB,6,4,6,13,,42,female,5,,"$40,000 to $59,999",3,50000,262757a8,c3550917,United States,concrete-rule
25/04/2019 21:28,25/04/2019 21:29,0,100,51,1,25/04/2019 21:29,R_1LTZPIFSBAZNR1g,anonymous,EN-GB,5,4,4,15,i think it can cause issues later,35,male,5,,"$85,000 to $114,999",5,100000,f0ff6b25,89008058,United States,hypothetical-rule
25/04/2019 21:28,25/04/2019 21:29,0,100,99,1,25/04/2019 21:29,R_2anIU3AXohQVIss,anonymous,EN-GB,1,4,3,17,It's difficult to establish how much good someone can do in this world. It's possible they are mistaken.,52,male,3,,"$40,000 to $59,999",3,50000,24a8dabb,aa2de9e7,United States,hypothetical-rule
