caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,conf.external,conf.internal,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,evol1,evol2,evol.science3,q20f1,q21af2,q21bf2,q21cf2,global.warm.science,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,big.bang.science,q33,q34,q35,q37,q38,gmo.science,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knowledge.sum,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1,believ,believ2,filter_$,agreement.science.MEAN,COO_1,COO_2,agreement.science.2MEAN,COO_3,COO_4,religion.2cat
205442,6.28571428571429,2,81914,1,3,37,S,4,2,2,2,2,2,2,2, ,2,3,1,1,1,2,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,3,1,2,1,3,1,3,4,2,23,6,2,2,2,2, , , ,2, ,1,6,2, ,12, , ,6,8,1,3,2,4,5,5,1,1, , ,1, ,1,0,1.25,.000200316382128097,.000224777241496122,1.5,6.17957472362463E-005,8.6416978574539E-005,0
205519,4.42857142857143,2,81914,1,3,48,U,5,2,2,2,2,3,3,4, ,4,3,3,1,1,2,1,1,2, , , , ,1,1,9,1,1,1, ,9, , ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,4,1,9,9,2,1,8,1,3,2,1,5,1,32,2, ,1,5,7, , , ,3,1, ,3,2, ,12, , ,6,3,3,3,9,3,3,3,1,1, , ,2, ,1,0,1,.00119273711752573,.00145871972277507,1,.000648489515821504,.000731273832744297,0
205591,3.5,2,81914,1,2,19,U,1,2,2,3,2,3,3,4, ,4,3,1,2,1,2,2,1,1, , , , ,9,1,1,2, ,9, ,1,1, ,1,2,1,2,2,2,1,2,1,9,9,2,2,2,2,2,4,2,2,2,1,2,1,8,1,2,1,2,2,67,4, ,2,1,1, , , ,1, ,1,3,2, ,12, , ,6,3,1,2, ,4,1, ,1,2, , ,1, ,1,0,1.66666666666667,1.72520878231157E-005,2.1837927347823E-005,2,.000561690231063916,.000521231894059384,0
205637,4.78571428571429,2,82414,1,3,48,S,2,2,1,2,2,4,2,4, ,4,1,1,1,1,2,1,1,2, , , , ,1,1,2,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,2,1,1,1,9,2,2,9,3,2,2,2,1,3,8,3,3,2,4,2,2,26,6,2,2,2,2, , , ,2, ,1,1,2, ,12, , ,4,4,1,3,9,4,5,2,1,1, , ,2, ,1,0,1.33333333333333,.000124165070413537,.000121000963624714,1,.00128925098775216,.0015109585871876,0
205669,7,2,81914,2,3,13,S,4,1,2,1,1,1,1,2,1, ,1,1,1,2,1,1,2,2, , , , ,1,1,2,1,2,2,2, , , ,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,8,2,2,3,1,1,3,2,47,9, ,1,2,2, , , ,3,3, ,1,2,2,12, , ,6,6,3,2, ,4,4,4,2,1, , ,2, ,1,0,2,.00287739394857834,.00362905865374871,2,.00254067927412366,.00283869424516217,0
205717,1.42857142857143,2,82014,1,1,36,U,5,2,1,2,2,3,3,3, ,4,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,2,2,3,3,1,45,8,1,1,2,2, , , ,3,3, ,1,1,1,12, , ,4,6,1,4,2,3,5,4,1,1, , ,1, ,1,0,1.5,2.50500139725891E-005,4.22384438534033E-005,1.5,8.25965498364755E-005,4.45461522089443E-005,0
205831,8.14285714285714,2,81914,1,1,36,U,5,1,1,1,1,2,2,2,1, ,2,1,2,1,2,1,1,2, , , , ,1,1,1,2, ,2,2, , , ,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,2,1,3,2,1,5,1,54,3, ,2,2,2, , , ,2, ,1,4,1, ,12, , ,6,3,1,2, ,4,5,1,2,1, , ,2, ,1,0,2,.00118991860302465,.00138526591229875,2,.00108870661789354,.000866413857336251,0
205882,12.8571428571429,2,82114,1,4,6,S,2,2,2,2,3,4,2,4, ,3,2,1,1,1,2,2,1,1, , , , ,2,2,2,2, ,1, ,1,1, ,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,3,3,2,3,1,1,3,1,2,20,3, ,1,1,1, , , ,3,1, ,6,1, ,12, , ,3,1,1,3,1,3,3,2,1,1, , ,1, ,1,0,1.75,.000515996658667336,.000660654551149768,1.5,5.99918012480291E-005,8.49345976546716E-005,0
205988,1.42857142857143,2,81914,1,4,6,U,5,1,2,3,9,3,4,4,3, ,1,1,2,1,2,1,1,2, , , , ,1,1,2,1,9,1,2, , , ,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,3,1,2,1,3,2,1,6,1,42,6,2,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,4,2,3,2,4,3,3,1,1, , ,1, ,1,0,1.25,7.37501491995748E-005,8.96073831653759E-005,1,.000196115126239515,.000193759351569063,0
205992,11,2,81914,1,4,6,S,3,1,2,2,1,4,4,4,4, ,1,1,1,2,1,1,9,2, , , , ,1,1,2,1,1,9,1, , , ,2,9,1,1,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1,2,3,1,2,1,3,2,1,6,1,50,3, ,2,1,1, , , ,1, ,1,3,2, ,12, , ,5,7,1,1, ,2,1, ,1,1, , ,2, ,1,0,1.33333333333333, , ,1, ,.000575232267249093,0
206127,2.35714285714286,2,82114,1,3,12,S,2,1,1,2,1,1,4,2,2, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,3,2,1,6,1,47,8,1,2,1,1, , , ,1, ,1,3,1, ,12, , ,5,9,1,3,2,3,5,1,1,1, , ,2, ,1,0,1,.00082060761841126,.000963713170824177,1,.000267645943545523,.000230004188674295,0
206152,2.28571428571429,2,81914,1,4,6,U,5,1,1,2,1,2,1,2,2, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,3, , , ,2,2,9,2,1,2,2,1,1,2,1,1,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,18,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,10,1,3,2,4,4,4,1,1, , ,1, ,1,0,1.25,9.39120902922131E-005,.000122883080103728,1,.000423721776427134,.000517334781388963,0
206251,2.5,2,82014,1,3,13,S,1,2,2,3,2,4,3,3, ,4,3,2,2,2,2,1,1,2, , , , ,2,2,2,2, ,2, ,2, ,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,8,1,1,1,2,1,52,6,2,2,1,1, , , ,1, ,1,1,2, ,12, , ,2,5,1,1, ,2,2,3,1,1, , ,2, ,1,0,2,.0014114054656928,.00173642803943985,2,.00109474358813153,.000949393801887098,0
206273,7.21428571428571,2,82014,1,3,45,S,2,2,1,3,3,3,3,3, ,3,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,3,2,4,5,2,23,5, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,2,4,3,3,2,3,3,2,1,1, , ,1, ,1,0,1.5,6.96999855981693E-005,8.07085176631352E-005,1.5,.000114124864899003,8.91855478812313E-005,0
206340,1,2,82014,1,3,12,S,4,2,1,2,2,2,4,4, ,4,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,2,1,9,2,1,2,1,1,1,2,1,2,1,2,2,1,3,1,1,1,2,2,1,4,1,48,6,2,2,4,1,2, , ,4, ,1,2,1, ,12, , ,4,7,1,3,2,3,2,1,1,1, , ,1, ,1,0,1.25,.000136984428955626,.0001561097878824,1,.000332672021037166,.000290920757000178,0
206381,6.57142857142857,2,82114,1,1,36,U,5,2,1,2,2,2,2,1, ,2,1,1,1,1,1,2,2,2, , , , ,1,1,2,1,1,2, ,1,2, ,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2,2,3,2,2,4,1,1,3,1,1,24,3, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,6,8,1,1, ,2,6,5,1,1, , ,1, ,1,0,1.75,.000428558074419534,.000569876543667149,1.5,.000114333895350765,4.66569541456969E-005,0
206390,5.92857142857143,2,82014,1,3,37,R,1,1,1,4,1,4,3,3,1, ,1,1,1,1,1,1,2,1,1,99, , ,1,1,1,1,1,1,1, , , ,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,4,1,2,1,2,1,62,3, ,2,2,2, , , ,2, ,1,2,2, ,12, , ,2,1,1,3,2,3,2,2,2,2, , ,2, ,1,0,1.25,.00113648193435085,.0013353351201192,1.5,.000168395948644568,7.87011909585266E-005,0
206470,5.57142857142857,2,82114,1,3,47,S,2,2,2,4,2,3,3,4, ,4,3,9,2,2,1,2,1,9, , , , ,1,1,1,2, ,1, ,1,1, ,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,3,2,1,4,8,30,6,2,2,1,1, , , ,1, ,1,1,1, ,12, , ,6,5,1,3,9,3,4,2,1,1, , ,1, ,1,0,1.75, , ,1.5, , ,0
206663,4.64285714285714,2,82414,1,2,55,U,5,2,2,3,2,4,4,3, ,3,2,1,1,2,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,4,2,2,2,2,3,1,2,1,2,1,2,1,53,6,2,2,2,2, , , ,2, ,1,2,2, ,12, , ,4,4,1,2, ,3,5,4,1,1, , ,2, ,1,0,1.5,3.25974427872258E-006,1.44684932130584E-006,1.5,6.06693079948018E-010,2.72393135062642E-006,0
206726,3.14285714285714,2,82314,1,3,48,S,3,2,1,2,2,2,4,4, ,4,1,1,1,1,3,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,30,6,1,2,1,1, , , ,1, ,1,1,1, ,12, , ,6,9,1,2, ,4,6,2,1,1, , ,2, ,1,0,1,.000737064640668065,.000875400134223427,1,.000284299013452446,.00021707001338488,0
206769,4.07142857142857,2,82114,1,2,29,U,5,1,2,1,3,3,3,1,2, ,4,1,2,9,2,2,2,2, , , , ,2,2,1,1,2,2,3, , , ,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,3,3,1,3,2,2,3,1,2,51,2, ,1,1,1, , , ,3,3, ,3,2,1,12, , ,5,1,1,3,2,3,1, ,2,2, , ,2, ,1,0,2,.0010720119592621,.00131633070135749,2,.000533593329477745,.000585397471359002,0
206833,10.1428571428571,2,82414,1,3,40,R,1,1,2,4,3,2,4,4,3, ,1,9,2,2,1,1,1,9, , , , ,2,2,2,1,1,1,3, , , ,9,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,9,2,2,2,3,1,2,1,3,2,4,5,1,38,3, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,6,9,3,4,9,9,5,2,1,1, , ,1, ,1,0,1.33333333333333, , ,1, , ,0
206955,6,2,82114,1,2,55,U,5,1,1,2,2,3,3,3,2, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,3,3,2,1,2,2,1,4,1,21,3, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,2,1,2,3,1,1,2,1,1,1, , ,2, ,1,0,1.5,3.20456866598621E-005,3.88927606535075E-005,1.5,4.23359389280002E-005,2.69042682027669E-005,0
206963,5.07142857142857,2,82014,1,1,36,U,5,1,1,1,2,2,2,1,2, ,3,1,2,2,1,1,1,2, , , , ,1,1,1,2, ,1,2, , , ,1,2,1,2,1,2,1,2,1,1,9,2,2,2,1,2,2,2,1,2,1,3,1,4,1,1,1,1,1,29,3, ,2,2,2, , , ,2, ,2,1,1,2,12, , ,4,1,1,3,2,2,3,2,2,2, , ,1, ,1,0,1.25,.000666232470788155,.000742196235718014,1.5,3.34441787221076E-005,5.44366456394351E-005,0
207291,11.0714285714286,2,82014,1,1,36,U,5,2,1,3,3,9,4,9, ,2,3,1,3,1,9,1,2,2, , , , ,1,1,2,2, ,1, ,1,2, ,2,2,1,2,1,2,2,9,1,1,9,2,1,2,2,2,1,2,1,1,9,2,1,8,3,2,1,3,2,30,4, ,2,2,2, , , ,2, ,2,6,1,1,12, , ,2,3,2,9,9,3,3,1,1,1, , ,2, ,1,0,1.25,.000353256521551867,.00040736155005532,1,.000984713636555892,.000693332067062878,0
207409,4.42857142857143,2,82014,1,3,40,R,1,2,2,1,1,3,1,4, ,2,3,1,1,1,1,2,2,2, , , , ,2,2,2,2, ,2, ,1,2, ,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,3,2,1,3,1,3,3,1,60,3, ,2,1,1, , , ,1, ,1,1,2, ,12, , ,2,4,1,2, ,3,2,2,1,1, , ,1, ,1,0,2,.000711757229937637,.000846095820608626,2,.000524685370529844,.000460030868394503,0
207418,15.3571428571429,2,82114,1,3,13,S,4,1,2,3,1,2,2,1,3, ,3,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,4,2,2,2,3,1,2,1,3,2,1,6,2,19,3, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,5,3,2,3,1,4,8,3,1,1, , ,2, ,1,0,1.5,.000141132677281667,.000155824993348824,1.5,.000248682877190701,.000195026551808735,0
207669,4.28571428571429,2,82414,1,2,17,U,5,1,2,1,1,2,3,3,4, ,1,1,2,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,4,2,9,2,1,1,2,1,3,2,1,6,1,33,8,1,2,1,1, , , ,1, ,1,2,2, ,12, , ,4,9,1,2, ,4,2,2,1,1, , ,2, ,1,0,1,.000745734508110479,.000878739498774934,1,.000181176857755653,.000228272673465847,0
207891,11.0714285714286,2,82014,1,3,1,R,2,1,2,2,2,2,2,2,2, ,2,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,2,1,3,2,2,5,2,25,5, ,2,1,1, , , ,1, ,1,6,1, ,12, , ,4,5,1,1, ,2,2,1,1,1, , ,2, ,1,0,1.25,7.59918953369221E-005,8.91379038872636E-005,1.5,.000125660201622653,8.50729287719344E-005,0
207902,11.0714285714286,2,82114,1,4,6,U,5,1,1,3,3,4,3,3,4, ,3,1,2,1,1,1,1,2, , , , ,1,2,2,2, ,1,1, , , ,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,3,9,2,1,3,3,2,3,3,2,1,4,2,19,4, ,1,5,7, , , ,3,1, ,6,2, ,12, , ,5,2,2,2, ,4,2,2,1,1, , ,2, ,1,0,1.5,5.11057057502226E-005,6.43168237844083E-005,1,.000519450796032781,.000597271677094475,0
207918,3.78571428571429,2,82114,2,1,36,U,5,1,2,3,3,4,2,3,4, ,2,2,2,1,2,1,2,2, , , , ,1,1,2,1,2,1,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,1,2,2,54,2, ,1,5,7, , , ,3,3, ,4,1,2,12, , ,3,2,3,2, ,2,3,3,1,1, , ,1, ,1,0,1.5,.000100207734106694,.000114818770580775,1.5,.000108505250578625,5.0271852744168E-005,0
207965,3.42857142857143,2,82014,1,3,24,S,4,1,2,1,2,3,2,3,3, ,4,9,9,1,2,1,1,9, , , , ,1,1,1,2, ,2,3, , , ,1,2,1,9,1,1,1,2,1,1,1,2,2,2,1,2,3,1,2,2,3,1,1,4,3,1,1,3,2,53,6,2,2,1,1, , , ,1, ,1,1,2, ,12, , ,6,6,1,2, ,3,2,1,1,1, , ,2, ,1,0,1.75, , ,2, , ,0
208357,10.8571428571429,2,82114,1,2,39,S,2,2,2,2,2,2,3,3, ,3,3,1,2,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,2, ,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,3,2,1,5,2,25,8,2,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,4,1,2, ,5,1, ,1,1, , ,2, ,1,0,1.75,.00139990670090434,.00173180087225804,1.5,.000418739548930207,.000310627726803424,0
208600,2.64285714285714,2,82114,1,1,36,U,5,1,1,3,2,3,4,1,4, ,1,2,2,1,2,1,2,2, , , , ,1,1,2,1,1,1,2, , , ,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,3,2,2,2,3,1,2,4,3,2,1,5,2,67,6,1,2,1,1, , , ,1, ,1,6,2, ,12, , ,3,7,1,2, ,4,1, ,1,2, , ,2, ,1,0,1.25,.000239802551465335,.000284114107143651,1,.000410449209355092,.000318176562335029,0
208614,5.14285714285714,2,82114,1,2,39,S,4,2,2,2,2,2,3,3, ,4,1,1,2,1,1,2,1,2, , , , ,2,2,2,1,1,1, ,2, ,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,4,9,2,2,3,1,2,1,3,2,1,6,1,32,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,6,4,1,1, ,3,2,2,1,1, , ,2, ,1,0,1.5,6.40908239741343E-005,6.68499730820821E-005,1,.000422988683319902,.000484492652638693,0
208726,6,2,82114,1,1,25,S,4,2,1,2,3,2,4,3, ,4,2,1,1,1,1,1,9,2, , , , ,1,1,1,1,1,1, ,1,1, ,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,3,2,1,6,2,26,6,2,1,1,1, , , ,3,1, ,6,2, ,12, , ,4,4,3,3,2,3,4,4,1,1, , ,2, ,1,0,1.5, , ,1, ,.000230893355407189,0
208829,3.71428571428571,2,82114,1,1,34,S,5,2,2,1,1,3,2,3, ,3,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,3,2,1,6,1,33,8,1,2,1,1, , , ,1, ,1,2,2, ,12, , ,6,4,3,2, ,4,4,4,1,1, , ,1, ,1,0,1,.000851612532105389,.000999045644247716,1,.000271234066044789,.000228272673465847,0
208839,6.64285714285714,2,82114,2,2,39,S,3,1,1,2,1,2,2,4,1, ,2,1,2,1,2,1,1,1,1,2, , ,1,1,1,1,1,2,2, , , ,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,3,1,2,1,3,2,1,6,1,31,3, ,1,5,7, , , ,3,3, ,1,1,2,12, , ,4,6,3,2, ,2,5,2,1,1, , ,2, ,1,0,1.5,5.3142200726203E-005,5.081779194476E-005,2,.00225224823130801,.00224099142055826,0
208887,1.92857142857143,2,82314,1,2,17,U,5,2,2,1,2,2,2,3, ,4,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,3,1,2,1,3,2,1,6,1,55,7,2,2,1,1, , , ,1, ,1,1,1, ,12, , ,5,9,1,3,2,3,3,2,1,1, , ,1, ,1,0,1.5,4.26826654152262E-005,4.91755878117363E-005,1.5,.000179919316095806,9.77903398519032E-005,0
208972,3.85714285714286,2,82414,1,3,48,S,5,1,2,2,2,3,4,3,4, ,1,1,2,2,2,1,1,2, , , , ,9,1,9,9, ,1,1, , , ,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,3,2,2,2,1,3,2,1,5,1,22,3, ,1,5,7, , , ,3,2, ,6,2, ,12, , ,6,10,3,4,9,9,1, ,1,1, , ,2, ,1,0,1.25,.000128087019182911,.000158021699245409,1.5,9.87931942047044E-005,7.05218447764589E-005,0
209134,2.35714285714286,2,82114,1,3,48,U,3,1,2,2,3,4,3,3,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,3,1,1,1,3,2,2,4,1,22,3, ,1,5,7, , , ,3,1, ,6,2, ,12, , ,3,4,2,2, ,3,2,2,1,1, , ,1, ,1,0,1,.000972434674922196,.00115837332730454,1,.000589078567650542,.000670207699727112,0
209135,2.42857142857143,2,82314,1,3,48,S,5,1,2,3,4,4,3,4,1, ,4,2,2,1,2,1,1,2, , , , ,1,1,2,1,1,1,2, , , ,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,4,2,2,1,3,1,2,1,3,2,4,5,1,22,6,2,1,5,7, , , ,3,3, ,6,2,1,12, , ,5,6,1,1, ,4,1, ,1,1, , ,2, ,1,0,1.25,6.30718959874857E-005,7.13904928542812E-005,1,.000291778682159414,.000339274949914241,0
209265,7.78571428571429,2,82514,1,3,48,S,5,2,2,3,3,2,4,3, ,3,2,1,1,1,2,1,1,2, , , , ,1,1,2,1,1,1, ,1,2, ,9,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,3,1,2,1,3,1,2,1,3,2,1,6,1,56,3, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,3,6,1,3,1,3,3,2,1,1, , ,2, ,1,0,1.66666666666667,.000268415317767044,.000294223046801784,1.5,8.70256063719727E-005,5.0366213080149E-005,0
209335,3.21428571428571,2,82114,1,3,48,S,5,2,1,3,3,4,4,4, ,4,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,2,1,3,2,1,6,1,21,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,3,2,3,2, ,5,4,4,1,1, , ,1, ,1,0,1.25,.00019912827545575,.000254705824855613,1,.000650993902175995,.000505782161276886,0
209469,7.21428571428571,2,82114,1,3,12,U,3,2,2,3,2,3,3,3, ,9,4,9,1,2,2,2,1,1, , , , ,9,9,1,1,1,9, ,1,2, ,9,2,2,1,1,2,1,2,1,2,2,2,9,2,1,2,3,1,9,2,3,3,2,1,3,1,3,3,2,52,3, ,2,1,1, , , ,1, ,1,1,2, ,12, , ,4,4,1,1, ,9,3,3,1,2, , ,1, ,1,0, , , , , , ,0
209555,30.1428571428571,2,82114,1,4,6,U,4,2,2,3,2,2,9,4, ,2,1,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,2,2,2,2,1,2,9,1,1,1,1,2,1,1,1,2,2,2,2,2,9,1,2,1,2,2,1,5,2,28,4, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,1,3,4,9,9,1, ,1,1, , ,2, ,1,0,1.5,4.246822922721E-005,4.89627012746374E-005,1,.000331133663014804,.00035575135906854,0
209587,12.8571428571429,2,82114,1,4,41,U,1,1,1,2,1,2,4,2,2, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,3,1,2,1,3,2,1,6,2,42,8,2,2,1,1, , , ,1, ,1,1,1, ,12, , ,5,6,1,3,2,3,4,2,1,1, , ,1, ,1,0,1.25,.000110199101946485,.000127163543486612,1,.000264532561368171,.000225105132870184,0
209751,3,2,82314,1,4,6,U,5,1,2,2,1,1,4,2,2, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,3,2,1,5,1,22,5, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,4,3,1,3,9,3,1, ,1,1, , ,2, ,1,0,1.5,8.5544181093464E-005,.000103284857063053,1.5,.000147573929961199,.000104064995806347,0
209880,12.3571428571429,2,82114,1,4,6,U,3,1,2,1,1,4,4,1,2, ,2,1,1,1,1,2,2,2, , , , ,2,2,2,1,2,1,3, , , ,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,4,1,2,1,1,1,2,1,3,2,1,6,1,55,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,6,6,1,3,1,2,1, ,1,2, , ,2, ,1,0,1.5,5.33804165461783E-008,9.078920772128E-007,1,.000782890616606727,.000642594922839493,0
210356,8.85714285714286,2,82414,1,4,4,S,3,1,2,3,1,3,4,4,3, ,2,1,1,1,1,2,1,2, , , , ,1,1,2,1,1,1,1, , , ,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,4,1,1,1,1,1,2,1,3,2,1,6,1,30,5, ,2,1,1, , , ,1, ,2,6,2,1,12, , ,4,2,1,3,1,2,2,2,1,1, , ,2, ,1,0,1.25,6.3926992698482E-005,7.91144231697946E-005,1,.000225770583707199,.000249546163810217,0
210464,7.85714285714286,2,82114,1,4,6,U,5,2,2,3,2,4,4,3, ,4,1,1,1,1,2,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,9,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,3,1,2,1,3,2,1,6,2,31,6,2,2,5,5, , , ,4, ,1,3,1, ,12, , ,5,5,1,3,9,3,2,1,1,1, , ,2, ,1,0,1,.00072823405127717,.000864500463630114,1,.00028085326185392,.000213951372280151,0
210957,24.7857142857143,2,82214,1,1,42,S,4,2,1,4,3,4,3,4, ,4,3,1,1,1,1,2,1,2, , , , ,2,2,2,1,1,2, ,1,1, ,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,3,1,2,2,3,2,1,3,3,2,1,3,1,57,3, ,2,1,1, , , ,1, ,1,1,2, ,12, , ,5,7,2,1, ,3,3,3,1,1, , ,1, ,1,0,2,.000746886802607918,.000878351893841232,2,.000575980664118771,.000454914184352654,0
211005,18.7857142857143,2,82414,1,3,12,U,4,1,1,2,1,2,2,2,4, ,2,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,2,2, , , ,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,3,1,2,1,3,2,1,6,1,39,4, ,2,3,3, , , ,4, ,2,1,1,2,12, , ,4,5,3,3,2,3,3,2,1,1, , ,2, ,1,0,1.25,.000113839281553107,.000143925262108253,1.5,.000130463343642201,8.31838760073848E-005,0
211087,5.28571428571429,2,82314,1,2,26,U,5,1,2,3,3,4,4,4,4, ,1,2,2,2,2,1,1,1,1,35, , ,2,1,2,1,1,1,2, , , ,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,3,2,1,1,1,1,1,1,3,2,4,4,1,44,3, ,2,2,2, , , ,2, ,1,1,2, ,12, , ,6,5,1,4,2,4,2,2,1,1, , ,1, ,1,0,1.25,.000281159033492446,.000339003384631941,1.5,9.26345733035432E-007,2.521182534362E-009,0
