StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,DistributionChannel,UserLanguage,Private-one,Private-rule,Government-one,Government-rule,reasons,gender,gender_3_TEXT,age,religion,education,income,ses,political,prolific,fair,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,actor,generality
28/09/2018 22:53,28/09/2018 22:55,0,100,134,1,28/09/2018 22:55,R_3G1We4cug7rrlkD,,anonymous,EN-GB,,,,2,"Every human is equal, the government should invest in more boats instead of spending money to determine the better educated and higher class! ",2,,43,4,2,5,2,5,59e50dd462637600014a76df,1,,,,,,,,,,,government,rule
28/09/2018 22:55,28/09/2018 22:57,0,100,154,1,28/09/2018 22:57,R_3iOnzVVv49LEPUh,,anonymous,EN-GB,,6,,,Doctor has ability to save further lives ,2,,29,1,4,3,1,1,5a1e92f6fe645f0001ea0aad,1,,,,,,,,,,,private,rule
28/09/2018 22:57,28/09/2018 22:59,0,100,123,1,28/09/2018 22:59,R_26hwc1PrnRjqoIi,,anonymous,EN-GB,,,5,,The likelihood is that person a would go on to help a significant amount of people if they were saved,2,,32,1,3,2,2,1,59653b86b692380001417f6a,1,,,,,,,,,,,government,one-off
28/09/2018 22:54,28/09/2018 22:59,0,100,318,1,28/09/2018 22:59,R_1Kd9NhRA33gJ4MM,,anonymous,EN-GB,,,7,,"You may be saving many more people by saving this person, not just them.  The other person, the likelihood is you would just be saving one.  Sad, but all about numbers.",2,,50,1,3,4,2,2,598976cfc01c89000185cb76,1,,,,,,,,,,,government,one-off
28/09/2018 22:59,28/09/2018 23:02,0,100,192,1,28/09/2018 23:02,R_29KPPlU9dYGVTuF,,anonymous,EN-GB,5,,,,"expectation that by saving this one life, there is potential for many other lives to be saved",2,,49,5,3,5,2,4,5b4b40915f7eba0001430104,2,,,,,,,,,,,private,one-off
28/09/2018 23:02,28/09/2018 23:05,0,100,187,1,28/09/2018 23:05,R_3EG7m9UHw41Sn0I,,anonymous,EN-GB,,,,5,Saving a highly qualified person would be beneficial but everyone deserves a chance to survive. Someone shouldn’t be denied help because of their job status ,2,,18,4,3,11,2,3,5bae925382ea94000152c9d6,1,,,,,,,,,,,government,rule
28/09/2018 22:58,28/09/2018 23:08,0,100,547,1,28/09/2018 23:08,R_3I4skBOJ6znVVCJ,,anonymous,EN-GB,,5,,,I agree that in terms of placing value on the skills available then the doctor would be the logical choice. I can't strongly agree as valuing one life over the other shouldn't come down to what others could gain.,2,,25,1,3,5,3,2,5bae657119839100019c9782,1,,,,,,,,,,,private,rule
28/09/2018 23:05,28/09/2018 23:10,0,100,262,1,28/09/2018 23:10,R_3mayUUQqQIzpT9w,,anonymous,EN-GB,5,,,,"I wouldn't want to just choose one but saving Person As life would help life for hopefully many other people, so there's more benefits there.",2,,21,1,2,1,1,2,58b5ab73f6546e0001ed6e9f,1,,,,,,,,,,,private,one-off
28/09/2018 23:06,28/09/2018 23:10,0,100,210,1,28/09/2018 23:10,R_3rP9BFjmW1bgPrY,,anonymous,EN-GB,,,,5,You can only save one person who can then possibly save many more in the future,2,,45,1,3,4,1,4,5853af790f6b5500018652cd,1,,,,,,,,,,,government,rule
28/09/2018 23:09,28/09/2018 23:11,0,100,135,1,28/09/2018 23:11,R_3itnkMFAQQNXC8Z,,anonymous,EN-GB,,,,5,"Whilst I do believe that every single life is valuable, I feel like the doctors life is slightly more valuable and beneficial to others and the society. ",2,,20,2,4,1,1,2,5a6c84289d65ec00017e8d4a,1,,,,,,,,,,,government,rule
28/09/2018 23:10,28/09/2018 23:12,0,100,122,1,28/09/2018 23:12,R_3rPuZOq26MjTKha,,anonymous,EN-GB,5,,,,Because it would benefit the greater good but in all honesty I’m a determined son of a gun and wojld insist on trying to rescue both because no human is worth sacrifice. ,2,,26,4,4,2,1,1,5bac0af6c1155b00011759e0,1,,,,,,,,,,,private,one-off
28/09/2018 23:22,28/09/2018 23:24,0,100,149,1,28/09/2018 23:24,R_p66AxYSrwRktVSN,,anonymous,EN-GB,,,,7,The doctor may go on to save many people's lives in the future due to their research which will be more beneficial.,2,,25,2,4,5,1,3,576075c3624ccc0006233eb7,1,,,,,,,,,,,government,rule
28/09/2018 23:26,28/09/2018 23:28,0,100,126,1,28/09/2018 23:28,R_81higZgBRyF4yRj,,anonymous,EN-GB,,,,2,Everyone is equal regardless of their position in life.,2,,53,5,3,7,1,2,5b9f8b4243bf0500015deb50,1,,,,,,,,,,,government,rule
28/09/2018 23:25,28/09/2018 23:29,0,100,227,1,28/09/2018 23:29,R_ugJIzaGsek0hA9H,,anonymous,EN-GB,5,,,,"Even though all lives matter and our jobs don't define us, if I had to choose between someone who could help people and someone who can't help people that much, I would save the person who will end up saving more people.",2,,21,5,4,1,5,4,5b7f44db3c1375000198f849,1,,,,,,,,,,,private,one-off
28/09/2018 23:26,28/09/2018 23:29,0,100,176,1,28/09/2018 23:29,R_9FRamhG4MNhdqyR,,anonymous,EN-GB,,,,2,"Because every person matters, wether they are a doctor or unemployed, some people dont have the same opportunities or knowledge as others and should not be discriminated against for not being as clever or as rich or productive. ",2,,28,1,2,5,2,4,596355faba58f30001d480c6,1,,,,,,,,,,,government,rule
28/09/2018 23:25,28/09/2018 23:30,0,100,298,1,28/09/2018 23:30,R_W6xFZw2hZwSEIs9,,anonymous,EN-GB,6,,,,He has skills but is on an island,1,,60,2,2,4,3,4,5ac22f45436f550001ffbad2,1,,,,,,,,,,,private,one-off
28/09/2018 23:28,28/09/2018 23:30,0,100,126,1,28/09/2018 23:30,R_33q1etq25A2ugNk,,anonymous,EN-GB,,4,,,"I agree that the doctor has the ability to have a better effect on the world, but it is hypothetical, and doesn't automatically qualify them to be more worthy of saving.",1,,24,1,4,3,2,2,5aeae9fd26b66800016982d6,1,,,,,,,,,,,private,rule
28/09/2018 23:30,28/09/2018 23:33,0,100,194,1,28/09/2018 23:33,R_ukwhHjUip5LmqS5,,anonymous,EN-GB,,,5,,"I can see the benefits of selecting Person A as they can benefit the future, but at the same time Person A is also more likely to take care of themselves and make it safely off the island themself.",2,,33,3,4,6,2,5,596e732d7008ef0001096854,1,,,,,,,,,,,government,one-off
28/09/2018 23:28,28/09/2018 23:33,0,100,317,1,28/09/2018 23:33,R_3jfyGUd2JzQt4bw,,anonymous,EN-GB,4,,,,"I feel that I lack sufficient information, just because someone lacks employment doesn't mean they lack potential",2,,24,1,4,6,2,2,59953d59004c4f0001cc84c4,1,,,,,,,,,,,private,one-off
28/09/2018 23:31,28/09/2018 23:35,0,100,237,1,28/09/2018 23:35,R_BLqHndOIggpdVq9,,anonymous,EN-GB,,,,6,"If the value of a human life is the same for every person, then saving someone who can save others is more favorable than saving someone who will live a relatively pointless life. People who make an impact are the people who will advance the human race.
",1,,28,1,4,5,1,3,5ae76658f1ad3f00012b19c5,1,,,,,,,,,,,government,rule
28/09/2018 23:33,28/09/2018 23:35,0,100,92,1,28/09/2018 23:35,R_3DhK7zahAop2UIm,,anonymous,EN-GB,,,,6,Because that doctor could save a lot of life so its the lives of the many that outweigh the few,2,,34,1,5,5,3,4,568715f93693190005268f30,1,,,,,,,,,,,government,rule
28/09/2018 23:32,28/09/2018 23:35,0,100,184,1,28/09/2018 23:35,R_3lzdy5Oic5dDA4m,,anonymous,EN-GB,,6,,,The doctor has specific skills that could help save other people's lives so should get priority,2,,40,2,4,11,1,3,5a1db692f2e3460001edcaa5,1,,,,,,,,,,,private,rule
28/09/2018 23:31,28/09/2018 23:35,0,100,250,1,28/09/2018 23:35,R_rfMiXg4Os3nPxPb,,anonymous,EN-GB,1,,,,"The possibility of rescuing both should still be considered.  Additionally, the surest rescue of the two should be prioritised.",1,,45,1,5,9,1,1,5a73080e82968f0001a6ce3d,1,,,,,,,,,,,private,one-off
28/09/2018 23:33,28/09/2018 23:36,0,100,167,1,28/09/2018 23:36,R_1QGjCuGAf2Z2lNI,,anonymous,EN-GB,,,5,,A specialist heart surgeon may not be able to save as many people as the government might think as it is unlikely a massive number would require specialist surgery. It is also unfair to judge as reasons for the unemployment of person B were not elucidated.,1,,19,1,3,11,3,6,5ae888d8b7798500019254e1,1,,,,,,,,,,,government,one-off
28/09/2018 23:34,28/09/2018 23:37,0,100,165,1,28/09/2018 23:37,R_1PYttttEtStvWa2,,anonymous,EN-GB,5,,,,"It is hard to prioritise who will live. Both are human beings. Yes, the doctor is certainly important, but it is hard to say what potential the other may have.",1,,42,1,5,5,1,2,58b9ae3114adac0001ea7c13,1,,,,,,,,,,,private,one-off
28/09/2018 23:36,28/09/2018 23:39,0,100,150,1,28/09/2018 23:39,R_7X1fi7gMFhDqcil,,anonymous,EN-GB,,,,6,It is sensible and acceptable in some manner,2,,30,6,5,2,3,4,5ab7bf3f1667e40001d7cd7d,1,,,,,,,,,,,government,rule
28/09/2018 23:34,28/09/2018 23:39,0,100,284,1,28/09/2018 23:39,R_2uVaU94kNFkRP2q,,anonymous,EN-GB,,,,3,"I understand the thought process behind saving the doctor, however it seems wrong to judge someone's worth based solely on a narrow skill set. Although this may be the most effective way to determine who to save, I believe that random lots would be the most ethical and morally correct way to choose survivors",1,,37,1,4,4,1,2,Phil7017,1,,,,,,,,,,,government,rule
28/09/2018 23:39,28/09/2018 23:41,0,100,105,1,28/09/2018 23:41,R_Pvo8naLd6faYX6x,,anonymous,EN-GB,,,6,,The person has a skill that could save more lives in the future ,1,,33,2,4,6,2,4,599e93c18d2b1600011b3d30,1,,,,,,,,,,,government,one-off
28/09/2018 23:35,28/09/2018 23:41,0,100,353,1,28/09/2018 23:41,R_1okiTSWBBrUZM1Z,,anonymous,EN-GB,4,,,,"One friend could rescue one person and the other  could rescue the other person , both have equal value. ",2,,45,4,4,4,5,4,5b593092e97880001498c9,1,,,,,,,,,,,private,one-off
28/09/2018 23:39,28/09/2018 23:42,0,100,180,1,28/09/2018 23:42,R_5p5l6Mb5NSwRIOZ,,anonymous,EN-GB,2,,,,Just Because He Doesn’t Have A Job Doesn’t Mean He’s Not Inportant He Could Become Priminister Or Anything ,2,,28,1,2,1,3,2,5b8052229ce88a00013f8a70,2,,,,,,,,,,,private,one-off
28/09/2018 23:41,28/09/2018 23:43,0,100,101,1,28/09/2018 23:43,R_23QmKkt2mGx51G9,,anonymous,EN-GB,6,,,,brings more benefit to those in need in future,1,,43,2,3,5,1,2,5a6cdb429d65ec00017e94fa,1,,,,,,,,,,,private,one-off
28/09/2018 23:41,28/09/2018 23:44,0,100,184,1,28/09/2018 23:44,R_28XJe524KOOWEUw,,anonymous,EN-GB,,5,,,If someone is able to save others lives and has similar skills then that person is more useful than the other person,1,,53,4,4,6,3,5,56278536ddff3c0005bcdad9,1,,,,,,,,,,,private,rule
28/09/2018 23:42,28/09/2018 23:45,0,100,143,1,28/09/2018 23:45,R_pc9iMq6c95JQkdr,,anonymous,EN-GB,,,4,,not sure i dont understand the quiestion,2,,23,1,2,3,1,4,5b70a6f48d336b0001fe97eb,1,,,,,,,,,,,government,one-off
28/09/2018 23:41,28/09/2018 23:45,0,100,221,1,28/09/2018 23:45,R_BJ6QVKLLPxlrPcl,,anonymous,EN-GB,,,,3,I dont think you should be saved first just because of your profession. They both have family who love them regardless of what they both do or dont do as a job.,1,,31,1,2,1,2,3,5b82e33f184f45000155f0ba,1,,,,,,,,,,,government,rule
28/09/2018 23:43,28/09/2018 23:45,0,100,149,1,28/09/2018 23:45,R_3lQQG211s7O8plf,,anonymous,EN-GB,,,7,,more useful to society,1,,58,1,3,5,1,1,597bbb74ae36d500016cb895,1,,,,,,,,,,,government,one-off
28/09/2018 23:45,28/09/2018 23:47,0,100,93,1,28/09/2018 23:47,R_2aCF1RGiXeYpxUD,,anonymous,EN-GB,,2,,,I think every one should be saved ,2,,31,1,3,3,3,4,5b492e8f4acd54000132b6fc,1,,,,,,,,,,,private,rule
28/09/2018 23:45,28/09/2018 23:47,0,100,116,1,28/09/2018 23:47,R_4I1yAYSi6eNyfyF,,anonymous,EN-GB,7,,,,The fundamental reasoning behind the choice is that Person A has a greater likelihood of saving and improving other people's lives and therefore provides greater utility in being rescued than Person B. ,2,,25,1,5,4,1,3,592faf1be7866d000161858e,1,,,,,,,,,,,private,one-off
28/09/2018 23:41,28/09/2018 23:47,0,100,359,1,28/09/2018 23:47,R_3R2WSCTtRRDoVfD,,anonymous,EN-GB,,5,,,"This logic dictates that those most useful should take priority, which I believe is a suitable way to deduce who should be saved over whomever else. However, I think their past should be taken into consideration as well, judging not only how useful they are, but how much they deserve to be chosen above another.",1,,21,2,4,2,2,4,555cca99fdf99b300167f7a9,1,,,,,,,,,,,private,rule
28/09/2018 23:46,28/09/2018 23:48,0,100,141,1,28/09/2018 23:48,R_3MgqQamw8emFPu4,,anonymous,EN-GB,,,,5,More of an asset to society and would otherwise be a loss of knowledge. ,2,,22,6,4,2,3,5,5b8932a816e64100011c2e9d,1,,,,,,,,,,,government,rule
28/09/2018 23:46,28/09/2018 23:49,0,100,162,1,28/09/2018 23:49,R_3IbEzYjEabiJ6m7,,anonymous,EN-GB,,,5,,A very hard decision. I think person A will benefit more people but we don’t know any other details. Who is the government to decide that someone is better than the other?,2,,32,2,4,6,2,2,579ba9ee900cc80001d2f5fb,1,,,,,,,,,,,government,one-off
28/09/2018 23:48,28/09/2018 23:50,0,100,108,1,28/09/2018 23:50,R_27990gxVj5teGrh,,anonymous,EN-GB,,,4,,I find it hard to have an opinion on this because whilst I understand the argument to save person A I do not know if I would be able to love knowing I had supported a decision that ended the life of another ,2,,24,5,4,4,4,1,5a5e8b3aac56240001542467,1,,,,,,,,,,,government,one-off
28/09/2018 23:47,28/09/2018 23:52,0,100,332,1,28/09/2018 23:52,R_2QVsCosH7LoqJnT,,anonymous,EN-GB,,4,,,"I found it hard to decide, in fact I wouldn't be able to make that decision in a real life scenario. I would however wrack my brains and see if there is some other to rescue them, but that is not the question. ",2,,55,2,3,2,1,4,5962f252b692380001417ab9,2,,,,,,,,,,,private,rule
28/09/2018 23:48,28/09/2018 23:53,0,100,314,1,28/09/2018 23:53,R_3p2Mxsq8NQzzypv,,anonymous,EN-GB,,5,,,I somewhat agree because it would benefit others but it depends on what type of person they are e.g. if theyre kind or not,2,,18,2,2,6,3,3,5ba177f1a4ff4e00017327bf,1,,,,,,,,,,,private,rule
28/09/2018 23:49,28/09/2018 23:54,0,100,276,1,28/09/2018 23:54,R_ZIcHKT7iN9kWSZP,,anonymous,EN-GB,,,7,,"I feel that rescuing person A would be far more beneficial to the many, rather than the few (friends, family etc.).  If both persons have similar familial situations, there is no emotional argument which can be made for rescuing one over the other (children etc.), therefore a judgement should be made on their contributions to society as a whole.",2,,26,1,4,2,1,1,5a7f8688b093f80001a7a74e,1,,,,,,,,,,,government,one-off
28/09/2018 23:52,28/09/2018 23:55,0,100,143,1,28/09/2018 23:55,R_33kbcbWHrmtYc0e,,anonymous,EN-GB,6,,,,He has more value to the situation of helping other at this time and in the future.,2,,42,3,4,4,3,4,5b903db4cd2611000163bcb7,2,,,,,,,,,,,private,one-off
28/09/2018 23:52,28/09/2018 23:55,0,100,158,1,28/09/2018 23:55,R_3MK9GoII5WFogxs,,anonymous,EN-GB,,5,,,"would prefer to find a solution to rescue all, but prioritising who to rescue due to the benefit they can contribute would help as they can assist more people in the future",2,,29,3,5,4,1,3,56a80ddfc89737000b22bd61,1,,,,,,,,,,,private,rule
28/09/2018 23:53,28/09/2018 23:55,0,100,88,1,28/09/2018 23:55,R_bpcwFv5ykYf6Pq9,,anonymous,EN-GB,,,,3,it is putting a price on human life,2,,23,3,4,5,3,2,58f61730d9fd500001b0e650,1,,,,,,,,,,,government,rule
28/09/2018 23:51,28/09/2018 23:55,0,100,265,1,28/09/2018 23:55,R_334tZM21gO0JY5k,,anonymous,EN-GB,,6,,,"I agree that if somebody could be beneficial to others and has clear skills and abilities that could save the lives of many, many others then this is a reasonable solution. I don't like the idea of having to discount the life of another as being less valuable, but this seems like the most logical option",2,,23,1,2,5,1,3,5b67252af2980a000193d1d7,1,,,,,,,,,,,private,rule
28/09/2018 23:51,28/09/2018 23:57,0,100,326,1,28/09/2018 23:57,R_2ZWiRPtW6Kpnpxo,,anonymous,EN-GB,,,5,,"I would first try to find another boat to save both of them- this is why i didn't pick strongly agree.

If that wasn't an option the yes I believe that by choosing the doctor you are saving more than just one life. You are thinking past the current situation and into the future of the island",2,,24,3,3,3,2,4,5bae457b21908100017338db,1,,,,,,,,,,,government,one-off
28/09/2018 23:55,28/09/2018 23:58,0,100,163,1,28/09/2018 23:58,R_1mq0lWsKlDcbAmj,,anonymous,EN-GB,,,,4,I wouldn't be able to justify one person being more worthy than anothet,2,,50,1,5,4,1,1,5bad6e2e023f7,1,,,,,,,,,,,government,rule
28/09/2018 23:56,28/09/2018 23:58,0,100,135,1,28/09/2018 23:58,R_XEURpxz2xr778hb,,anonymous,EN-GB,7,,,,Ready to participate and be useful in the short run because of the skills he possesses. ,1,,23,4,4,5,2,4,5afa0916e066a4000113935c,1,,,,,,,,,,,private,one-off
28/09/2018 23:55,28/09/2018 23:59,0,100,230,1,28/09/2018 23:59,R_9spyclLLmYUR73P,,anonymous,EN-GB,,,,2,The persons profession should not effect their right for survival. The unemployed person may have other important factors which would be right to consider such as family and friends and other responsibilities. ,2,,22,5,4,3,2,3,5a82bf6b000dab00018c8536,1,,,,,,,,,,,government,rule
28/09/2018 23:58,28/09/2018 23:59,0,100,101,1,28/09/2018 23:59,R_1HqIQmrMCAUWTYD,,anonymous,EN-GB,,,4,,What a person does for a living shouldn’t be what you judge them on ,2,,29,1,3,4,1,7,5a9b34136219a30001d34c96,1,,,,,,,,,,,government,one-off
28/09/2018 23:58,29/09/2018 00:00,0,100,80,1,29/09/2018 00:00,R_2pPsJywZY3DFTYQ,,anonymous,EN-GB,,5,,,Makes sense to rescue people that can help others,2,,43,1,2,4,1,4,5a6b78840384310001945b47,1,,,,,,,,,,,private,rule
28/09/2018 23:56,29/09/2018 00:00,0,100,204,1,29/09/2018 00:00,R_1dKRS338m70oOVf,,anonymous,EN-GB,6,,,,Unfortunately if only 1 person can be saved a decision has to be made on some basis and with everything else equal between the men the fact that person A can do life saving surgery that few others can do means society overall will benefit more by person A being rescued.,2,,47,4,5,4,1,2,57575554b53e890007d6fd64,1,,,,,,,,,,,private,one-off
28/09/2018 23:54,29/09/2018 00:00,0,100,355,1,29/09/2018 00:00,R_2S0GvrW86zKMxDw,,anonymous,EN-GB,6,,,,I don't think career equates to value and the unemployed person can also influence a lot of lives positively but based on the information I know I think saving person A will be more beneficial to the medical community which can save many more lives ultimately. ,2,,20,3,3,2,1,4,5bab7923d0fe0f00014e0108,1,,,,,,,,,,,private,one-off
28/09/2018 23:58,29/09/2018 00:01,0,100,228,1,29/09/2018 00:01,R_qxuK2Gurt51wFzj,,anonymous,EN-GB,,,,5,"ultimately, the saving of the doctor would theoretically lead to more lives being saved, however, the doctor then may die unexpectedly and no one would be saved, or it may have turned out that the other person had a secret talent of use. Alternatively, if any rescuers involved, actively, only saved the doctor, the guilt may be overwhelming for them. ",2,,18,3,3,1,1,1,5b5851f7e3715b0001f8a698,2,,,,,,,,,,,government,rule
28/09/2018 23:59,29/09/2018 00:02,0,100,169,1,29/09/2018 00:02,R_3j67tlqE9OfxIzF,,anonymous,EN-GB,,7,,,The doctor is able to contribute more to the well being of others and society as a whole in his/her capacity,1,,56,2,5,4,1,3,5811ce8fb2432b00013le2a8d,1,,,,,,,,,,,private,rule
29/09/2018 00:00,29/09/2018 00:02,0,100,108,1,29/09/2018 00:02,R_yNJrCOs8riGoB1L,,anonymous,EN-GB,,,4,,I just find it an impossible decision and I don't think one life is inherently more valuable than another because of their profession,2,,29,5,4,11,2,4,54f076b1fdf99b4abf37f130,1,,,,,,,,,,,government,one-off
28/09/2018 23:59,29/09/2018 00:03,0,100,208,1,29/09/2018 00:03,R_2U5RPnSl29SlpVL,,anonymous,EN-GB,,,7,,The doctor can offer more to society where as the other has nothing to offer so wont be missed.,2,,59,1,2,3,1,7,5b5e1970d7608a0001aebc55,1,,,,,,,,,,,government,one-off
29/09/2018 00:01,29/09/2018 00:03,0,100,142,1,29/09/2018 00:03,R_3G3pTF8vsFqBfpO,,anonymous,EN-GB,,4,,,"I wouldn't want to choose between the lives of two people, regardless of their position in society",2,,39,1,3,3,2,2,5b340cf4a8327d00010043bf,1,,,,,,,,,,,private,rule
29/09/2018 00:01,29/09/2018 00:04,0,100,156,1,29/09/2018 00:04,R_1Cd2V7Y33MMd5ob,,anonymous,EN-GB,,,7,,Rescuing person A would be more beneficial because they mean something in this world whereas person B doesn’t have a job and most probably scrounges off others without offering them anything in return. Rescuing person A would also save other people’s lives as they are a doctor specialising in heart surgery,2,,26,1,3,4,2,5,5b086831a6f07e00018b8f08,1,,,,,,,,,,,government,one-off
29/09/2018 00:02,29/09/2018 00:07,0,100,296,1,29/09/2018 00:07,R_22DPcHrbJgsdfPy,,anonymous,EN-GB,,2,,,"I think that all lives are equal, your job should not determine whether you have more of a chance to live.",2,,47,1,3,5,1,2,5a4e026f9f5e5700014f6c54,1,,,,,,,,,,,private,rule
29/09/2018 00:05,29/09/2018 00:07,0,100,168,1,29/09/2018 00:07,R_3HLlZwy0FMfOIiQ,,anonymous,EN-GB,,5,,,You cannot save everyone therefore the proposal is fair for the greater good. ,2,,38,2,4,5,3,4,5ab80649e1546900019b6ca1,1,,,,,,,,,,,private,rule
29/09/2018 00:06,29/09/2018 00:08,0,100,133,1,29/09/2018 00:08,R_1OK0aF9JUJmSrP6,,anonymous,EN-GB,,5,,,"It doesn't sit easily with me, but I can kind of see a logic to prioritising helping those who could potentially then help others and maybe more people could be saved in the long run.",2,,47,2,4,3,2,4,59a800138ae07f0001b134c8,1,,,,,,,,,,,private,rule
29/09/2018 00:07,29/09/2018 00:09,0,100,139,1,29/09/2018 00:09,R_2EbhF4i0BfTWprA,,anonymous,EN-GB,,,2,,I don’t have the right to decide and with some thought a new plan could be made to rescue both.,2,,44,4,5,6,2,4,57d34d1ef22b0e000177610e,2,,,,,,,,,,,government,one-off
29/09/2018 00:03,29/09/2018 00:10,0,100,441,1,29/09/2018 00:10,R_2ear7RmvEEto0sJ,,anonymous,EN-GB,,,6,,Because if everything else is really equal and a choice has to made and there really is no way of rescuing both people we have to think that in saving person A we may well be saving many more lives. Person A's life isn't worth more just because they have a job but the fact that their skills could save many more lives mean we are really choosing between saving 1 life (person B) or saving many lives (person A) so we should choose to save many,2,,45,1,3,4,1,2,5b6eba1aaf4af50001357228,1,,,,,,,,,,,government,one-off
