StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q7,Q9,Q11,Q51,Q55,Q59,Q63,Q67,Q71,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q79,si1,si2.r,si3,si4,si5,si6,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,comp1.1.0,comp2.1.0,comp3.1.0,comp4.1.0,comp5.1.0,coop.1.0_1,comp1.2.0,comp2.2.0,comp3.2.0,comp4.2.0,comp5.2.0,coop.2.0_1,comp1.0.0,comp2.0.0,comp3.0.0,comp4.0.0,comp5.0.0,coop.0.0_1,comp1.1.1,comp2.1.1,comp3.1.1,comp4.1.1,comp5.1.1,coop.1.1_1,comp1.2.1,comp2.2.1,comp3.2.1,comp4.2.1,comp5.2.1,coop.2.1_1,comp1.0.1,comp2.0.1,comp3.0.1,comp4.0.1,comp5.0.1,coop.0.1_1,Q198_First Click,Q198_Last Click,Q198_Page Submit,Q198_Click Count,help1,help2,help3,help4,help5,help6,help7,exp_1,rep1,rep2,rep3.r,rep4,GA1,PI1,GA2.r,GA3,PI2.r,PI3,GA4,PI4,GA5,PI5,GA6.r,PI6.r,GA7.r,PI7.r,GA8,perception.d,perception.c,threat1_1,threat2_1,who,sex,age,nationality,language,mturk,id,condition,group,knowledge
2020/5/13 2:28,2020/5/13 2:36,0,69.120.57.197,100,493,0,2020/5/13 14:29,R_2Wx3OYsF1rj1LeM,,,,,,,anonymous,EN,1,1,1,1,2,2,1,1,2,1,0,0,4.007,0,I proceced the art by colors and shapes,6,3,4,4,3,3,,,,,1,1,1,1,3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,7,7,7,7,168,4,4,4,4,7,5,3,7,1,2,3,7,7,3,7,5,1,3,3,3,2,4,4,,2,25,american,english,A1M507R70C0NI3,68753,0,1,0
2020/5/13 16:26,2020/5/13 16:32,0,108.56.254.231,100,343,0,2020/5/14 0:40,R_3fQaCjhluLMiwGo,,,,,,,anonymous,EN,1,1,1,1,1,1,2,2,2,2,0,0,4.012,0,looking at my phone,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,300,,,,,7,7,7,7,7,7,7,300,5,3,4,4,7,7,4,6,4,4,7,7,2,5,3,5,5,5,4,1,7,5,4,3,1,26,white,english,A1M8XLZY38ABAM,79908,0,0,1
2020/5/13 9:20,2020/5/13 9:31,0,2.98.142.26,100,659,0,2020/5/13 14:24,R_5b5eibVpLpq1kqt,,,,,,,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.008,0,"I am an actor, so I do feel I focus on the technical features of delivery first, and then pay attention to the sum of which they are the parts, then readjust and reconsider iteratively.",4,2,5,4,4,3,0,0,51.188,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,300,,,,,,,,,,,6,5,3,7,6,6,7,300,4,2,5,1,3,2,6,5,5,2,2,2,1,2,6,6,6,6,2,2,6,3,5,,1,30,British,English,A1MIS4PF7H04ST,25136,1,2,1
2020/5/13 1:45,2020/5/13 1:51,0,12.156.59.38,100,311,0,2020/5/13 14:29,R_1eLEUWaGGdXZ25j,,,,,,,anonymous,EN,1,1,1,1,1,1,1,2,1,1,0,0,4.116,0,no  examples in my life,3,3,5,4,5,4,,,,,,,,,,,1,2,1,1,3,194,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.388,0,5,4,4,6,5,5,4,187,3,3,3,4,4,4,5,6,5,5,5,5,5,3,5,6,5,5,5,4,4,5,4,,2,49,American,English,A1MV6LAD657MND,25482,2,2,0
2020/5/13 7:33,2020/5/13 7:41,0,66.115.168.17,100,493,0,2020/5/13 14:25,R_2chgvTq2zXsHcch,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,1,0,0,4.115,0,Working,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,211,,,,,,,0,0,5.806,0,6,6,6,6,6,5,5,200,4,4,4,4,5,4,4,5,3,3,3,4,4,3,4,3,3,5,4,4,4,5,6,,1,32,American,English,A1SQDB1SJZSL9M,40928,2,2,1
2020/5/13 3:27,2020/5/13 3:42,0,108.232.58.36,100,937,0,2020/5/13 14:28,R_3O34Y8kkZu7kv5F,,,,,,,anonymous,EN,1,1,1,1,1,2,2,2,2,2,0,0,4.013,0,handling daily work tasks that need to be done ,4,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,100,,,,,,,8.397,149.42,150.876,3,7,7,7,7,7,7,7,100,4,5,1,5,6,2,5,5,2,2,3,3,3,3,2,4,4,5,5,5,7,3,2,,2,52,American,English,A1SWTNT0KWSWU7,84604,2,2,1
2020/5/13 13:50,2020/5/13 14:01,0,90.205.165.5,100,621,0,2020/5/13 14:24,R_1DqkWLdnEHJxADn,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.007,0,"I edit videos for my YouTube channel, so I always need to look out for the finer details to make sure that it's as perfect as it can be.",5,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,150,,,,,,,,,,,6,5,5,7,7,6,7,100,3,3,4,4,6,3,2,4,3,2,3,1,2,2,7,6,5,5,4,3,7,3,5,,1,18,British,English (UK),A1VA5QI3J1U1AN,55827,0,2,1
2020/5/13 1:08,2020/5/13 1:18,0,72.51.134.72,100,630,0,2020/5/13 14:30,R_dhjlFKgTIF9GrCN,,,,,,,anonymous,EN,1,1,1,1,2,1,2,2,2,1,0,0,4.008,0,"When presented with a task, I will generally sub-divide it into smaller parts, thinking only about the simple sub-step in front of me and thinking about the whole view very little.",5,2,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,300,0,0,68.407,0,6,4,4,7,4,5,6,0,2,2,5,2,5,2,7,2,6,1,4,2,2,2,6,6,7,6,2,3,7,5,5,1,1,21,White/Caucasian,English,A1W47K25ZMXANJ,16890,2,0,1
2020/5/13 5:55,2020/5/13 6:07,0,184.88.74.13,100,736,0,2020/5/13 14:26,R_2rIvzsv9fJue1ly,,,,,,,anonymous,EN,1,1,1,1,1,1,2,1,2,1,0,0,4.111,0,"I do tend to start with the specific details of projects, events, or things that need to get done. Sometimes it can be crippling, other times it's a way to divide and conquer, which helps me feel like I'm making some kind of progress.",5,3,4,2,2,2,,,,,,,,,,,1,2,1,1,3,150,,,,,,,,,,,,,,,,,,,,,,,,,0,0,61.082,0,6,5,5,7,7,6,7,150,5,4,3,4,6,3,2,7,4,2,6,2,7,2,2,5,2,4,6,2,6,5,5,,1,32,US,English,A1W9LASQKA6RH8,61597,2,2,0
2020/5/13 6:05,2020/5/13 6:14,0,50.4.189.24,100,521,0,2020/5/13 14:26,R_b9PRgien4y4gSQ1,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.112,0,What food tastes like,6,2,5,5,6,3,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,100,,,,,,,,,,,,,0,0,21.4,0,7,7,7,7,7,7,7,100,4,4,2,4,5,3,5,7,3,2,2,4,2,4,4,4,4,4,4,2,6,7,7,,2,19,Asian,English,A1WJ8RUIJBRF26,45607,2,1,1
2020/5/13 0:54,2020/5/13 1:07,0,177.195.28.27,100,775,0,2020/5/13 14:30,R_3j8rRMRmtsRTN9i,,,,,,,anonymous,EN,1,1,1,1,2,1,2,2,2,1,0,0,4.006,0,"Being an artist myself, I tend to appreciate art with a more specific choice of color pallete and the usage of geometric forms to compose the work.",5,2,6,4,6,3,,,,,,,,,,,,,,,,,1,3,1,1,3,200,,,,,,,,,,,,,,,,,,,,,,,7,6,4,7,5,4,7,200,5,5,2,5,7,2,7,7,2,6,7,6,4,7,1,1,2,1,7,3,7,2,1,3,1,23,Brazilian,Portuguese,A1YY7DVUDY0JQT,65990,0,0,0
2020/5/13 7:34,2020/5/13 7:48,0,91.89.90.169,100,833,0,2020/5/13 14:25,R_11i6SrsbVFs6CkM,,,,,,,anonymous,EN,1,1,1,1,2,1,2,1,2,2,0,0,4.008,0,When you're programming you have to make small parts work together and that always includes a bottom-up approach,5,4,6,5,2,2,,,,,1,1,1,1,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,5,6,6,150,4,4,3,3,6,3,6,6,6,3,5,3,4,2,5,5,5,5,4,1,4,4,5,,1,25,German and Luxembourgish,German,A20AUZAXG3OGGH,33964,0,1,0
2020/5/13 5:12,2020/5/13 5:34,0,69.151.212.188,100,1300,0,2020/5/13 14:26,R_bNoQmeqApeFWWhH,,,,,,,anonymous,EN,1,1,1,1,2,1,2,2,2,1,0,0,4.012,0,While writing codes in C++ some people like the proper inundation (Group A) while some on them would just like to write the code and finish.,6,1,6,6,5,3,,,,,1,1,1,1,3,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.331,90.863,96.646,3,6,6,2,7,7,7,7,206,5,5,1,4,7,3,3,7,2,1,4,2,7,2,1,6,2,6,2,4,7,6,7,,2,24,American/ white,English,A20MPPBNA0O245,77021,2,1,0
2020/5/13 4:07,2020/5/13 4:18,0,130.76.112.27,100,653,0,2020/5/13 14:26,R_1N3sCTabdUyaI3g,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,1,0,0,4.114,0,I see my career as something that I build up.,4,4,4,1,1,3,0,0,34.41,0,1,1,1,1,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,3,7,5,2,6,150,4,4,2,1,6,2,2,7,5,2,6,3,6,2,3,5,3,5,6,3,6,5,5,,1,41,U.S. Citizen,English,A20ORMXDRTJTFQ,73265,1,1,0
2020/5/13 16:10,2020/5/13 16:24,0,71.145.246.241,100,875,0,2020/5/14 0:41,R_XFEexu0J8MxOVY5,,,,,,,anonymous,EN,1,1,1,1,1,2,1,2,1,1,0,0,4.009,0,Whenever I look at nature outside in the woods and near lakes. ,5,2,4,2,6,1,,,,,1,1,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.252,84.786,86.451,2,6,6,7,6,6,6,6,300,4,4,3,4,6,5,5,6,5,2,6,3,2,2,6,2,1,6,6,2,7,6,7,,1,25,Caucasion,English,A20P819KPQWCK0,48616,2,1,0
2020/5/13 11:07,2020/5/13 11:12,0,151.47.138.15,100,321,0,2020/5/13 14:25,R_3hgpUA5OjNSOwDI,,,,,,,anonymous,EN,1,1,1,1,2,2,2,2,1,1,0,0,4.007,0,Android Games,4,3,4,2,5,4,0,0,2.738,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,180,,,,,,,,,,,3,2,2,3,6,7,4,191,2,5,3,4,2,1,2,6,4,7,3,5,6,6,5,3,2,5,4,4,6,3,5,,1,21,italy,italian,A224UZX5QGQLU5,31816,1,2,1
2020/5/13 2:50,2020/5/13 3:00,0,162.222.82.77,100,602,0,2020/5/13 14:28,R_2VEeAnuRwanGYFm,,,,,,,anonymous,EN,1,1,1,1,1,1,2,1,2,2,0,0,4.011,0,"I come from a science background so this makes sense. I have been conditioned to think critically in regards to the task at hand regardless of my experiences and bias. I try to rely on data to process if something is a good decision. For example, I heavily analyze the nutritional facts of the food I consume and my decisions are based on the nutrition more so than the flavor of the respective dish. ",5,2,5,5,6,1,,,,,,,,,,,1,2,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,7,5,6,7,7,300,5,5,4,5,7,2,6,6,1,2,1,1,1,1,6,6,5,1,1,3,6,3,1,,1,26,Canadian,English,A22BKGPE5B1EII,94874,0,2,0
2020/5/13 11:22,2020/5/13 11:30,0,94.239.167.237,100,468,0,2020/5/13 14:24,R_UiGekeTXNbO9HHz,,,,,,,anonymous,EN,1,1,1,1,2,2,2,1,2,1,0,0,4.005,0,I don't know...,3,3,4,1,2,2,,,,,,,,,,,,,,,,,1,3,1,1,3,10,,,,,,,,,,,,,,,,,,,,,,,4,4,3,6,5,4,6,0,2,3,4,2,7,4,4,5,6,3,5,3,3,3,4,4,2,3,4,2,7,5,5,3,1,25,FRENCH,FRENCH,A22CV0SOATXA2R,77292,0,0,0
2020/5/13 10:14,2020/5/13 10:40,0,80.214.73.179,100,1607,0,2020/5/13 14:24,R_2ZBIyMG0ROgjmvH,,,,,,,anonymous,EN,1,1,1,1,1,2,1,2,1,2,0,0,4.114,0,Work,5,2,5,5,4,3,25.116,152.945,153.99,16,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,100,,,,,,,,,,,6,6,6,6,6,6,6,150,4,5,1,5,7,5,6,7,6,3,7,5,6,3,2,3,2,5,6,2,6,6,6,,1,40,French,French,A22LMMRBT0500,53482,1,2,1
2020/5/13 12:32,2020/5/13 12:48,0,105.106.207.72,100,947,0,2020/5/13 14:24,R_z81YMaqXnBWUJtT,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.012,0,clothes ,5,1,5,3,3,1,4.466,68.024,69.058,6,1,1,1,1,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,150,5,5,1,5,7,1,7,7,1,4,7,4,4,1,4,3,2,6,7,3,7,5,7,,2,23,amirican,english,A23NA0BKL9DNIA,29559,1,1,0
2020/5/13 1:29,2020/5/13 1:44,0,201.17.156.199,100,935,0,2020/5/13 14:30,R_1eY9l4xYhJlYgV4,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.113,0,"WHen I am working on Excel worksheets, for sure.",4,1,4,3,4,2,5.426,86.642,87.838,3,1,1,1,1,3,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,4,4,5,5,100,4,4,2,4,7,7,1,7,1,5,5,6,5,5,1,1,1,4,5,1,6,6,6,,1,28,Brazilian,Portuguese,A26Y8TKA71KY1G,89429,1,1,0
2020/5/13 2:33,2020/5/13 3:02,0,71.219.198.239,100,1743,0,2020/5/13 14:29,R_3Jt90A6AGJ11gHc,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,1,0,0,4.111,0,When painting a picture ,4,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,101,,,,,6,6,6,6,6,6,6,100,4,5,2,5,7,5,3,6,3,2,5,5,2,3,2,2,1,5,2,3,7,5,4,2,2,25,White,English ,A27CCTZIQQ3GUZ,84121,0,0,1
2020/5/13 17:16,2020/5/13 17:26,0,75.6.177.117,100,634,0,2020/5/14 0:40,R_12a59gxjry29c89,,,,,,,anonymous,EN,1,1,1,1,1,1,1,2,2,1,0,0,4.006,0,Reading,6,2,6,3,4,3,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,50,,,,,,,,,,,,,0,0,60.796,0,7,7,7,7,7,7,7,0,5,3,3,3,7,4,3,7,4,1,4,5,7,4,5,4,5,4,7,2,6,7,7,,2,23,american,english,A28383IVH4N87G,38836,2,1,1
2020/5/13 16:58,2020/5/13 17:10,0,174.250.2.9,100,702,0,2020/5/14 0:40,R_3q9yBfIb4vqd6UT,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.009,0,"I tend to do well with things like fishing, where you have to know the finer details of how things work, and no expecting what happened in the past to happen again the same way.",4,2,5,3,4,3,,,,,,,,,,,1,2,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,6,6,5,7,300,5,5,4,3,6,4,6,5,6,2,6,2,3,1,2,6,2,5,5,2,7,6,6,,1,53,usa,English,A2AES7RPZRVG9I,47541,0,2,0
2020/5/13 3:25,2020/5/13 3:35,0,73.177.9.100,100,604,0,2020/5/13 14:28,R_DJgBY9WrwjTMQvf,,,,,,,anonymous,EN,1,1,1,1,1,1,2,1,2,2,0,0,4.008,0,With making huge decisions,5,2,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,150,,,,,,,,,,,6,6,2,6,6,4,6,150,4,4,2,3,7,1,1,7,7,7,7,7,7,4,1,7,1,7,7,3,7,6,6,,2,22,African American,English,A2BAWEBJ5M68SD,40674,0,2,1
2020/5/13 17:33,2020/5/13 17:45,0,205.185.198.241,100,725,0,2020/5/14 0:40,R_31XJCH0g2Z93FYX,,,,,,,anonymous,EN,1,1,1,1,1,1,2,2,2,2,0,0,4.036,0,I use finer details to build pictures of the world.,4,3,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,150,,,,,,,,,,,,,,,,,6,5,7,7,4,7,5,200,4,5,3,3,6,3,6,2,2,1,2,2,4,2,7,6,7,5,3,4,6,6,5,,1,35,American,English,A2E8ZAA4F3AIVC,46555,0,1,1
2020/5/13 1:28,2020/5/13 1:33,0,182.255.118.210,100,319,0,2020/5/13 14:30,R_24CxOjB8uxaZPkA,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.109,0,When i make breakfast in the morning,2,3,3,3,2,3,,,,,,,,,,,,,,,,,1,3,1,1,3,50,,,,,,,,,,,,,,,,,,,,,,,6,5,5,4,6,5,4,59,5,3,3,3,5,4,4,5,5,4,6,5,4,3,2,4,5,3,4,4,6,4,3,3,1,19,Australian,English ,A2F3KXLGK6BOFQ,82551,0,0,0
2020/5/13 6:24,2020/5/13 6:45,0,174.250.144.156,100,1224,0,2020/5/13 14:26,R_e4mjhKMAJEQtnLr,,,,,,,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.025,0,I use it when I'm cleaning my house ,6,2,5,4,4,4,15.185,182.974,183.699,27,,,,,,,,,,,,,,,,,,,1,1,2,1,3,150,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,150,4,4,2,4,5,4,6,6,4,2,2,2,1,2,3,4,3,4,2,1,7,6,5,,2,42,American ,English,A2G0FPSVICWA0R,30386,1,1,1
2020/5/13 8:31,2020/5/13 8:48,0,62.37.202.107,100,1018,0,2020/5/13 14:25,R_5aMhyvxE3A2peHT,,,,,,,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.015,0,I am eagle-eyed,4,3,4,3,4,3,,,,,,,,,,,,,,,,,1,3,1,1,3,300,,,,,,,,,,,,,,,,,,,0,0,81.676,0,7,6,5,7,6,5,7,300,1,5,4,3,7,3,6,5,3,2,1,2,7,2,6,3,2,3,3,3,5,6,2,3,1,29,Spain,Spanish,A2H1WGY01NXE1P,10740,2,0,0
2020/5/13 1:16,2020/5/13 1:22,0,67.39.232.68,100,401,0,2020/5/13 14:30,R_31T9lXfrKvvUC7K,,,,,,,anonymous,EN,1,1,1,1,1,2,1,2,1,2,0,0,4.115,0,I try to avoid making snap judgments about things and instead try to consider evidence for both sides before making my decision or opinion about something.,4,3,5,3,4,4,0,0,27.932,0,,,,,,,,,,,,,,,,,,,1,1,2,1,3,300,,,,,,,,,,,,,,,,,5,5,1,4,5,5,3,300,1,1,5,1,6,4,2,6,5,3,3,4,5,3,3,5,4,5,3,4,5,6,3,,1,34,Canadian,English,A2M8NTQUA4NG84,21639,1,1,1
2020/5/13 12:04,2020/5/13 12:43,0,79.53.203.195,100,2301,0,2020/5/13 14:24,R_2B9cPveLtWCmI9R,,,,,,,anonymous,EN,1,1,1,1,1,2,2,1,2,2,0,0,4.107,0,i love to see videos with many trips and a lot of colors,5,2,4,3,5,3,14.267,15.435,367.922,3,,,,,,,1,2,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,5,5,6,300,3,5,4,5,6,2,4,6,5,5,5,4,3,5,2,6,6,2,4,1,7,5,5,,1,24,ukrainian,italian,A2MYTJYV27QIM3,43958,1,2,0
