Progress,Duration (in seconds),Finished,ResponseId,age,gender,handedness,systems_aware,devices_own,Q10_1_woman_human_agency,Q10_2_woman_human_experience,Q20_1_rock_object_agency,Q20_2_rock_object_experience,Q6_1_alexa_robot_agency,Q6_2_alexa_robot_experience,Q54_1_pvs_human_agency,Q54_2_pvs_human_experience,Q16_1_teddy_object_agency,Q16_2_teddy_object_experience,Q51_1_sphero_robot_agency,Q51_2_sphero_robot_experience,Q49_1_baby_human_agency,Q49_2_baby_human_experience,Q50_1_fetus_human_agency,Q50_2_fetus_human_experience,Q18_1_dead_human_agency,Q18_2_dead_human_experience,Q25_1_dog_animal_agency,Q25_2_dog_animal_experience,Q23_1_frog_animal_agency,Q23_2_frog_animal_experience,Q61_1_r2d2_robot_agency,Q61_2_r2d2_robot_experience,Q27_1_fcr_robot_agency,Q27_2_fcr_robot_experience,Q29_1_sophia_robot_agency,Q29_2_sophia_robot_experience,Q31_1_child_human_agency,Q31_2_child_human_experience,Q33_1_shovel_object_agency,Q33_2_shovel_object_experience,Q37_1_siri_robot_agency,Q37_2_siri_robot_experience,Q39_1_roomba_robot_agency,Q39_2_roomba_robot_experience,Q48_1_bacteria_animal_agency,Q48_2_bacteria_animal_experience,Q52_1_chimp_animal_agency,Q52_2_chimp_animal_experience,Q53_1_beam_robot_agency,Q53_2_beam_robot_experience,Q55_1_atlast_robot_agency,Q55_2_atlast_robot_experience,Q59_1_walle_robot_agency,Q59_2_walle_robot_experience,Q63_1_maslo_robot_agency,Q63_2_maslo_robot_experience,Q92
100,595,TRUE,9,24,Female,Right Handed,"Sphero,Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,100,0,0,83,62,3,73,3,3,83,63,88,88,0,2,1,2,83,85,76,60,65,64,84,89,76,81,90,99,32,0,94,61,75,7,76,1,84,84,80,20,71,33,85,90,77,56,Yes
100,266,TRUE,10,43,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",92,92,3,3,63,21,7,86,0,0,61,17,40,88,20,16,0,0,70,70,55,56,71,18,61,27,71,6,62,96,0,0,61,4,52,3,21,0,47,74,64,5,73,8,70,4,71,2,Yes
100,420,TRUE,11,34,Male,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",I own none of these.,100,100,0,0,36,20,40,72,0,0,20,1,71,78,3,56,0,0,60,66,35,35,81,83,100,100,66,31,91,95,0,0,9,8,15,10,33,33,76,76,28,21,23,23,98,98,14,40,Yes
100,301,TRUE,12,29,Male,Right Handed,"Siri,Alexa",Siri or Google Assistant on a smartphone,100,100,0,0,0,0,69,74,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100,100,100,100,0,0,100,100,0,0,0,0,0,0,10,10,100,100,0,0,0,0,100,100,0,0,Yes
100,407,TRUE,13,37,Female,Right Handed,"Atlas,Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,87,94,0,0,60,0,55,70,0,0,60,0,75,85,0,2,0,0,52,75,60,35,45,0,40,0,35,0,70,90,0,0,34,0,20,0,2,0,65,50,40,0,40,0,30,0,40,0,Yes
100,393,TRUE,14,42,Female,Right Handed,"Sophia,Siri,Alexa,WALL-E,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,100,0,0,100,0,35,14,0,0,70,0,81,80,0,3,0,0,100,100,100,60,66,0,79,0,57,0,100,100,0,0,19,0,25,0,0,24,100,100,57,0,59,0,41,0,58,11,Yes
100,202,TRUE,15,39,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,8,0,0,83,0,0,12,0,15,100,0,11,0,0,16,100,10,100,0,0,67,28,8,0,9,99,0,0,23,0,20,0,0,0,24,100,8,0,5,0,0,0,0,0,Yes
100,455,TRUE,16,40,Male,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",50,50,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,100,100,50,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,Yes
100,429,TRUE,17,30,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Alexa,94,100,0,0,21,0,0,4,0,0,21,0,100,100,2,15,0,0,100,100,100,100,0,0,51,0,51,0,100,100,0,0,51,0,51,0,100,44,100,100,51,0,51,0,51,0,20,1,Yes
100,242,TRUE,18,37,Male,Left Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,25,0,6,17,0,0,44,0,80,95,60,63,0,0,66,68,49,52,66,0,100,52,58,0,90,89,0,0,33,0,25,0,4,1,44,56,2,0,43,0,60,0,54,0,Yes
100,324,TRUE,19,28,Male,Right Handed,"Siri,Alexa",I own none of these.,70,95,5,15,65,15,20,41,0,0,65,10,45,90,20,60,0,0,30,90,25,85,70,15,75,25,70,10,65,90,15,5,65,15,60,10,55,70,45,90,55,15,70,10,35,5,71,9,Yes
100,457,TRUE,20,35,Male,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",90,85,0,0,70,0,5,50,0,0,75,5,70,95,20,70,0,0,90,95,90,50,80,30,100,30,65,0,80,90,40,0,70,0,70,0,60,0,95,80,30,0,65,0,80,0,70,10,Yes
100,552,TRUE,21,34,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,65,0,32,39,0,0,67,0,71,70,57,25,0,0,81,68,71,72,71,0,76,0,77,0,70,70,18,0,69,1,67,0,59,6,76,77,66,0,81,0,70,0,76,0,Yes
100,274,TRUE,22,53,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",90,91,0,0,84,0,0,51,0,0,51,0,92,92,22,21,0,0,89,87,85,85,79,73,28,3,0,0,100,100,0,0,43,0,0,0,0,0,97,96,0,1,0,0,0,0,51,0,Yes
100,536,TRUE,23,64,Male,Right Handed,"Sophia,Siri,Alexa,Roomba or other robotic vacuums",I own none of these.,98,100,0,0,26,0,15,39,0,0,15,0,47,80,6,77,0,0,37,92,35,61,15,0,17,0,20,0,95,100,0,0,8,0,8,0,1,2,29,94,6,0,11,0,5,0,9,5,Yes
100,255,TRUE,24,51,Male,Right Handed,Alexa,I own none of these.,79,72,10,6,12,4,14,12,3,3,10,7,26,86,3,4,3,2,83,80,83,79,10,5,87,86,23,11,80,77,15,6,26,5,15,4,13,4,76,77,10,5,2,2,2,2,7,6,Yes
100,232,TRUE,25,33,Female,Left Handed,"Siri,Alexa,WALL-E,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",93,93,0,0,0,0,48,48,0,0,0,0,75,75,2,2,0,0,72,72,70,70,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,70,69,0,0,0,0,0,0,0,0,Yes
100,327,TRUE,26,33,Male,Right Handed,"Atlas,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,21,0,91,91,0,0,0,0,20,83,0,0,0,0,24,81,11,28,100,81,90,81,3,3,100,100,0,0,1,0,8,0,0,0,80,93,0,0,19,0,88,87,1,0,Yes
100,392,TRUE,27,48,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,2,0,54,0,9,21,0,0,58,0,27,80,2,1,0,0,62,74,29,34,58,0,96,6,71,1,70,92,9,0,60,0,86,0,69,0,70,67,65,0,63,0,81,28,69,0,Yes
100,591,TRUE,28,42,Male,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",94,96,0,0,19,0,5,11,0,0,20,8,33,38,1,5,0,0,37,39,35,28,0,0,51,47,6,6,75,80,0,0,18,1,12,0,8,5,37,40,6,1,14,4,0,0,20,2,Yes
100,553,TRUE,29,40,Female,Right Handed,"Siri,Alexa,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,8,0,0,8,0,0,9,0,100,100,0,51,0,0,100,100,61,100,8,0,9,0,8,0,100,100,0,48,9,0,7,0,51,0,100,100,0,0,8,0,7,0,0,0,Yes
100,343,TRUE,30,50,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",100,100,0,0,0,0,0,95,0,0,15,0,100,100,0,5,0,0,92,89,30,0,70,51,71,0,61,0,100,100,0,0,18,0,0,0,9,0,92,100,0,0,71,0,51,59,25,0,Yes
100,422,TRUE,31,48,Female,Right Handed,"Sophia,Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",100,100,0,0,20,0,17,18,0,0,11,0,72,41,8,62,0,0,100,100,100,50,71,0,51,0,16,0,80,100,0,0,12,0,20,0,29,0,100,100,9,0,11,0,71,73,22,0,Yes
100,354,TRUE,32,55,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,100,0,0,10,0,0,0,0,0,60,0,20,29,0,5,0,0,70,85,60,80,70,0,80,79,80,36,92,100,0,0,37,0,36,0,9,0,95,95,7,0,64,0,88,73,32,0,Yes
100,598,TRUE,33,71,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,85,0,0,60,0,1,2,0,0,5,0,75,75,0,5,0,0,65,85,0,50,5,0,50,0,50,0,100,100,0,0,65,0,40,0,0,0,90,94,2,0,60,0,45,0,10,0,Yes
100,309,TRUE,34,59,Female,Right Handed,"Siri,Alexa,R2-D2,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,82,100,0,0,60,0,70,70,0,0,70,0,80,100,9,99,0,0,90,100,60,100,70,0,72,1,19,0,100,100,0,0,41,0,29,0,50,0,70,100,30,0,50,0,10,0,60,0,Yes
100,495,TRUE,35,50,Female,Right Handed,"Sophia,Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,0,0,10,80,0,0,0,0,25,100,0,80,0,0,40,100,19,100,0,0,100,100,1,0,75,100,0,0,4,0,0,0,2,0,60,100,0,0,5,0,0,0,3,0,Yes
100,439,TRUE,36,41,Male,Right Handed,"Sophia,Atlas,Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Alexa,72,92,0,0,19,0,20,61,0,0,86,14,41,86,26,69,0,0,56,81,41,83,47,0,71,9,75,17,59,84,0,0,33,0,38,0,19,8,55,82,58,0,68,4,0,0,40,0,Yes
100,172,TRUE,37,22,Male,Right Handed,"Siri,Maslo",Alexa,52,52,27,34,0,0,98,93,0,0,0,0,10,16,7,7,9,5,28,28,9,17,0,0,85,79,0,0,96,93,0,0,0,0,0,0,47,52,60,59,0,0,0,0,0,0,0,0,Yes
100,356,TRUE,38,56,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,71,92,0,1,33,22,8,66,0,0,30,5,40,77,14,23,8,15,18,85,5,28,8,8,58,69,15,39,56,89,1,0,3,2,3,0,1,12,4,85,61,2,23,8,10,36,0,1,Yes
100,491,TRUE,39,38,Male,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,100,0,0,85,0,0,0,0,0,50,0,30,50,0,0,0,0,80,80,90,70,80,0,50,0,15,0,10,25,0,0,85,0,30,0,0,0,30,40,0,0,35,0,60,0,0,0,Yes
100,294,TRUE,40,49,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",100,100,0,0,64,0,0,2,0,0,80,0,85,86,0,3,0,0,83,94,100,100,83,0,87,0,74,0,94,100,0,0,66,0,63,0,8,0,83,95,0,0,83,0,74,0,0,0,Yes
100,329,TRUE,41,34,Male,Right Handed,Siri,Alexa,100,100,0,0,50,0,0,100,0,0,50,0,70,100,0,0,0,0,100,100,100,100,51,0,51,0,51,0,100,100,0,0,51,0,51,0,51,0,100,100,51,0,51,0,51,0,51,0,Yes
100,2406,TRUE,42,46,Female,Right Handed,"Sophia,Siri,Alexa,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",100,100,0,0,0,0,51,51,0,0,0,0,100,100,0,0,0,0,19,72,8,65,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,Yes
100,479,TRUE,43,40,Male,Right Handed,"Atlas,Siri,Beam+,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,3,0,50,0,10,90,1,0,50,0,33,80,2,98,2,0,87,87,49,33,67,54,66,66,50,0,96,100,7,0,51,0,24,0,3,0,67,67,19,0,51,0,65,65,24,0,Yes
100,583,TRUE,44,50,Male,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",I own none of these.,100,100,0,0,12,0,5,72,0,0,8,0,74,100,0,2,0,0,54,82,43,19,100,95,91,86,21,2,100,100,0,0,8,0,2,0,0,0,60,81,0,0,18,0,100,100,16,0,Yes
100,355,TRUE,45,41,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",I own none of these.,100,100,0,0,5,0,70,50,0,0,0,0,100,100,0,30,0,0,71,84,50,65,100,100,81,68,9,0,100,100,0,0,5,0,0,0,0,0,81,100,0,0,17,0,100,100,5,0,Yes
100,233,TRUE,46,34,Male,Right Handed,"Sophia,Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,65,0,0,86,0,0,30,0,42,100,12,86,0,0,81,59,81,10,82,24,83,72,17,0,71,100,0,0,62,0,30,0,8,0,73,57,29,0,51,0,91,92,33,0,Yes
100,588,TRUE,47,41,Male,Left Handed,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,40,0,0,30,0,0,0,0,35,100,0,10,0,0,40,100,30,60,80,70,90,90,50,0,30,100,0,0,40,0,10,0,30,15,25,100,0,0,21,0,60,20,50,0,Yes
100,526,TRUE,48,35,Male,Left Handed,"Sophia,Siri,Alexa,WALL-E,Roomba or other robotic vacuums","Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",68,73,68,6,85,28,28,69,4,0,68,18,21,72,7,15,8,9,74,81,82,60,78,33,70,51,50,24,84,79,64,0,66,17,64,0,25,0,78,65,60,11,69,34,69,56,79,56,Yes
100,429,TRUE,49,31,Male,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",I own none of these.,100,100,0,0,14,0,4,15,0,0,16,0,41,72,0,0,0,0,80,51,38,9,67,28,100,90,66,0,100,100,0,0,10,0,29,0,15,3,62,55,14,0,62,8,100,90,14,0,Yes
100,307,TRUE,50,28,Male,Right Handed,"Atlas,Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",55,70,0,0,70,0,0,1,0,0,80,0,40,100,0,50,0,0,80,80,70,70,70,40,85,85,90,0,90,90,0,0,86,0,100,0,70,50,80,80,65,0,80,0,80,60,70,0,Yes
100,420,TRUE,51,32,Male,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",100,100,0,0,10,0,5,100,0,0,0,0,14,60,0,0,0,0,70,90,35,10,75,10,100,90,5,0,95,100,0,0,0,0,5,0,10,0,78,100,0,0,5,0,90,90,20,0,Yes
100,504,TRUE,52,55,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Alexa,100,100,0,1,100,0,0,75,0,0,41,0,100,100,0,0,0,0,100,100,30,92,31,0,0,0,0,0,100,100,0,0,0,0,0,0,5,0,72,81,0,0,1,1,0,0,1,0,Yes
100,559,TRUE,53,35,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,5,0,10,10,0,0,50,10,70,80,0,0,0,0,20,50,10,40,80,20,80,50,10,0,100,100,0,0,20,5,0,0,0,0,80,70,0,0,0,0,80,80,20,0,Yes
100,269,TRUE,54,39,Male,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,100,0,0,5,0,0,0,0,0,5,0,26,82,0,0,0,0,64,76,16,13,9,8,12,3,5,0,90,100,0,0,3,0,4,0,1,0,67,87,4,0,5,0,7,6,5,0,Yes
100,674,TRUE,55,60,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums","Alexa,Siri or Google Assistant on a smartphone",92,96,0,0,41,0,14,49,0,0,58,0,71,90,0,70,0,0,71,84,30,77,70,0,72,0,69,0,93,95,0,0,68,0,62,0,0,0,81,82,80,0,73,0,62,0,70,0,Yes
100,325,TRUE,56,38,Female,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,92,83,0,0,2,0,21,12,0,0,6,0,28,40,5,4,0,0,66,59,30,21,6,2,39,32,7,3,61,76,0,0,4,0,4,0,4,0,53,68,1,0,2,0,11,8,4,1,Yes
100,372,TRUE,57,35,Male,Right Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,20,0,10,10,0,0,20,0,30,60,5,0,0,0,65,45,60,20,29,0,20,0,20,0,85,99,0,0,20,0,5,0,5,0,60,34,0,0,10,0,2,0,55,0,Yes
100,582,TRUE,58,41,Female,Right Handed,"Alexa,Roomba or other robotic vacuums",I own none of these.,100,100,0,0,0,0,80,100,0,0,0,0,40,100,0,0,0,0,10,15,1,1,0,0,0,0,0,0,75,90,0,0,0,0,0,0,95,15,5,20,0,0,0,0,0,0,0,0,Yes
100,954,TRUE,59,68,Female,Left Handed,"Siri,Alexa,R2-D2,WALL-E,Roomba or other robotic vacuums","Roomba or other robotic vacuum,Siri or Google Assistant on a smartphone",100,97,0,0,40,9,6,8,0,0,5,0,61,76,3,2,0,0,59,71,45,57,7,0,38,8,2,0,82,99,0,0,7,1,8,0,4,0,70,91,11,1,11,2,39,4,18,8,Yes
100,358,TRUE,60,34,Female,Ambidextrous,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,83,80,0,0,65,0,10,65,0,0,65,0,45,95,15,70,0,0,60,75,60,55,55,5,100,35,85,5,90,100,20,0,60,0,55,0,55,20,75,85,55,0,85,0,85,55,60,0,Yes
