StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,f_agreement,f_wrong,h_agreement,h_wrong,neg_conseq,unfair,comments,attn_check,SC0,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,participantId,assignmentId,householdIncomeScore,participantID,politicalLiberalness,politicalViews,condition
30/06/2020 17:18,30/06/2020 17:21,0,100,166,1,30/06/2020 17:21,R_1Ok0aw0v5mj5gRh,,,,,anonymous,EN-GB,6,4,6,4,3,4,,4,20,28,male,5,,,,50000,,,,,b8e59b8a,3,67c976f0,,,precedent
30/06/2020 17:21,30/06/2020 17:21,0,100,16,1,30/06/2020 17:21,R_2xDyiaDpX6gckSu,,,,,anonymous,EN-GB,2,2,2,2,2,2,ma,4,8,29,male,2,,,,17500,,,,,3c5f2f27,1,012fbbc2,,,rule
30/06/2020 17:20,30/06/2020 17:22,0,100,102,1,30/06/2020 17:22,R_26nYfoIj9hMx9mv,,,,,anonymous,EN-GB,5,4,6,4,3,4,it claims that lives are not equal,4,19,25,female,4,,,,72500,,,,,f9c2627b,4,429e6580,,,precedent
30/06/2020 17:21,30/06/2020 17:22,0,100,88,1,30/06/2020 17:22,R_YcCen23ds01BTxL,,,,,anonymous,EN-GB,6,3,6,3,3,3,n/a,4,18,61,male,4,,,,50000,,,,,54919ba6,3,a85b7d27,,,precedent
30/06/2020 17:21,30/06/2020 17:23,0,100,120,1,30/06/2020 17:23,R_3p4u9EU37bnr9LE,,,,,anonymous,EN-GB,5,3,5,3,6,5,"The people who aren't doctors could also do good in the world, like donating to charities, despite being unemployed. Just because they are not doctors does not mean they don't help people.",4,16,26,male,2,,,,50000,,,,,9bfe4f77,3,5ed3c14c,,,rule
30/06/2020 17:21,30/06/2020 17:23,0,100,127,1,30/06/2020 17:23,R_1JUCRP5fVIOBRf5,,,,,anonymous,EN-GB,6,4,6,4,2,5,I think the proposals are unfair because everyone deserves to live and being a doctor does not make you more worthy.,4,20,25,female,4,,,,32500,,,,,90a3c61e,2,b680c31e,,,oneoff
30/06/2020 17:22,30/06/2020 17:24,0,100,112,1,30/06/2020 17:24,R_2YIZytR44krXB29,,,,,anonymous,EN-GB,6,4,6,2,4,4,They could lead to somewhat arbitrary decisions about life and death.,4,18,49,male,5,,,,100000,,,,,089b8495,5,0a50df26,,,oneoff
30/06/2020 17:22,30/06/2020 17:24,0,100,111,1,30/06/2020 17:24,R_3j9a9IuIIKHEWuW,,,,,anonymous,EN-GB,7,5,6,4,6,5,"People are going to get upset that we are just killing people left and right just because they are unemployed. There could be protests, riots and looting.",4,22,28,male,5,,,,72500,,,,,ddd6d9e0,4,40369f34,,,precedent
30/06/2020 17:21,30/06/2020 17:24,0,100,215,1,30/06/2020 17:24,R_2EAGVawXGa1NYMB,,,,,anonymous,EN-GB,5,7,5,6,6,7,All humans are equal so don't separate them via their professional ,4,23,28,male,5,,,,72500,,,,,72278bf6,4,082c4c62,,,rule
30/06/2020 17:23,30/06/2020 17:24,0,100,63,1,30/06/2020 17:24,R_AMbwGA9RPeUQweJ,,,,,anonymous,EN-GB,6,2,7,2,3,2,,4,17,38,male,5,,,,50000,,,,,16711028,3,b7af5a63,,,precedent
30/06/2020 17:23,30/06/2020 17:25,0,100,94,1,30/06/2020 17:25,R_2dSAiyRS1tsAEK1,,,,,anonymous,EN-GB,6,3,7,1,1,2,,4,17,27,female,5,,,,50000,,,,,56b5df90,3,356e8a79,,,oneoff
30/06/2020 17:25,30/06/2020 17:26,0,100,83,1,30/06/2020 17:26,R_aYw37Y6lg3AQQbT,,,,,anonymous,EN-GB,6,2,6,2,2,2,They might because people might complain about the proposals but I believe saving more lives is more impportant ,4,16,31,female,5,,,,50000,,,,,c0040880,3,055e2e24,,,rule
30/06/2020 17:25,30/06/2020 17:26,0,100,61,1,30/06/2020 17:26,R_3OrnrEozNNta5wh,,,,,anonymous,EN-GB,1,7,1,7,2,7,It's unfair because you're saving someone based on their profession ,4,16,29,male,5,,,,100000,,,,,88b93edb,5,e44355cd,,,precedent
30/06/2020 17:26,30/06/2020 17:27,0,100,61,1,30/06/2020 17:27,R_21mL6kzekVQJxbM,,,,,anonymous,EN-GB,5,3,5,3,3,3,,4,16,30,male,2,,,,32500,,,,,7f2e2b64,2,b0f243ba,,,oneoff
30/06/2020 17:27,30/06/2020 17:28,0,100,23,1,30/06/2020 17:28,R_71XZISATTGoXwSR,,,,,anonymous,EN-GB,5,6,6,5,5,4,,3,22,34,male,2,,,,32500,,,,,a110388d,2,688a1d10,,,rule
30/06/2020 17:24,30/06/2020 17:29,0,100,277,1,30/06/2020 17:29,R_3qI615Mmf3mHuos,,,,,anonymous,EN-GB,2,5,5,4,6,5,"This seems like a slippery slope and something we shouldn't start doing, that is all.",4,16,26,male,5,,,,50000,,,,,e213803c,3,c2d37ef3,,,rule
30/06/2020 17:29,30/06/2020 17:29,0,100,38,1,30/06/2020 17:29,R_0HSrLFq3U76AxkR,,,,,anonymous,EN-GB,6,3,7,2,3,2,,4,18,25,female,2,,,,17500,,,,,26f7d5f4,1,c8ead098,,,oneoff
30/06/2020 17:28,30/06/2020 17:30,0,100,120,1,30/06/2020 17:30,R_2fX3Iyk2LmZlPep,,,,,anonymous,EN-GB,3,6,3,6,6,7,"Not everyone can be doctors. If they only saved doctors, they would become useless in the future.",4,18,25,male,2,,,,50000,,,,,ec7d7a27,3,8a486112,,,precedent
30/06/2020 17:30,30/06/2020 17:30,0,100,14,1,30/06/2020 17:30,R_CjoH8myA0i8fd61,,,,,anonymous,EN-GB,3,6,3,4,6,5,not sure,4,16,29,male,5,,,,72500,,,,,bace1159,4,0b7e2e5d,,,rule
30/06/2020 17:28,30/06/2020 17:31,0,100,139,1,30/06/2020 17:31,R_1GEpHC3YoGm77B3,,,,,anonymous,EN-GB,6,2,5,4,7,3,"The could lead to arbitrary assigning of value to different people's lives.  Blacks more important than whites, liberals more important than conservatives, etc.",4,17,42,male,5,,,,132500,,,,,9ff2ad80,6,49c1a064,,,oneoff
30/06/2020 17:31,30/06/2020 17:31,0,100,35,1,30/06/2020 17:31,R_3qkZbJPdk4nvms2,,,,,anonymous,EN-GB,5,6,6,7,7,5,good,2,24,30,male,6,,,,72500,,,,,157fdadf,4,bcd14dee,,,rule
30/06/2020 17:29,30/06/2020 17:31,0,100,121,1,30/06/2020 17:31,R_1F9xl0Hj3GKrevX,,,,,anonymous,EN-GB,6,3,6,3,2,3,,4,18,38,male,5,,,,100000,,,,,ffd0833d,5,0292f8c4,,,oneoff
30/06/2020 17:31,30/06/2020 17:32,0,100,87,1,30/06/2020 17:32,R_BWAddzqRhvhStjz,,,,,anonymous,EN-GB,5,7,6,7,7,7,it is someone choosing who lives and dies. Who has the final say over this- probably the rich,4,25,36,female,5,,,,100000,,,,,ea17602a,5,fe750951,,,oneoff
30/06/2020 17:31,30/06/2020 17:32,0,100,48,1,30/06/2020 17:32,R_1DNjjkhN3aAAolJ,,,,,anonymous,EN-GB,6,2,6,2,2,3,,4,16,36,male,4,,,,32500,,,,,93aec0e6,2,11147bf6,,,oneoff
30/06/2020 17:29,30/06/2020 17:32,0,100,182,1,30/06/2020 17:32,R_O2naVO8zDTr9xFT,,,,,anonymous,EN-GB,5,5,5,5,7,5,"They could lead to society valuing one life over another in more general circumstances, which could totally dehumanize people who are not c=doctors or particularly well off.",4,20,53,male,6,,,,72500,,,,,86588b97,4,d1beb086,,,rule
30/06/2020 17:29,30/06/2020 17:32,0,100,204,1,30/06/2020 17:32,R_1rMrjKN7sPuKEha,,,,,anonymous,EN-GB,2,5,2,5,7,7,What if the doctor is an ex doctor who lost his license due to criminal activity or what if the person that is unemployed is unemployed because they are in a time of transition or are taking time off to do non profit work. We cannot judge people only by their profession although these situations are difficult to make choices in and I do not have a better solution at the present time. ,4,14,23,male,6,,,,17500,,,,,8cace75b,1,56bec804,,,precedent
30/06/2020 17:31,30/06/2020 17:33,0,100,102,1,30/06/2020 17:33,R_24tSlHYVg4REUcJ,,,,,anonymous,EN-GB,1,6,1,6,7,7,There shouldn't be blanket statements on who should be saved. Decisions should be made for each scenario separately and perhaps they employed person may actually provide more benefit to society.,4,14,40,male,5,,,,72500,,,,,8d22bc23,4,eef02aa4,,,precedent
30/06/2020 17:29,30/06/2020 17:33,0,100,266,1,30/06/2020 17:33,R_3PF78BMBsEZMcKA,,,,,anonymous,EN-GB,5,4,4,5,5,5,It places more importance on jobs than the people. This would lead to people being treated as less valuable due to their job. ,4,18,51,female,5,,,,50000,,,,,d96c9572,3,7fe6efa0,,,precedent
30/06/2020 17:31,30/06/2020 17:34,0,100,162,1,30/06/2020 17:34,R_2VR82cXSyHlRn5U,,,,,anonymous,EN-GB,5,4,5,4,5,4,"The doctor could end up leaving the town anyway, and the other person could go on to help many other people.",4,18,63,female,3,,,,17500,,,,,5ab935fd,1,e223975a,,,rule
30/06/2020 17:33,30/06/2020 17:34,0,100,61,1,30/06/2020 17:34,R_3iwY0trFeM50FGf,,,,,anonymous,EN-GB,3,5,5,4,5,4,It values one human life over another which could cause unrest.,4,17,22,male,4,,,,132500,,,,,102f5b2d,6,4084a7d4,,,precedent
30/06/2020 17:34,30/06/2020 17:35,0,100,41,1,30/06/2020 17:35,R_bydBFkz4WkkNke5,,,,,anonymous,EN-GB,5,6,5,6,5,3,,4,22,32,male,4,,,,50000,,,,,45b2930d,3,8729ad4b,,,precedent
30/06/2020 17:37,30/06/2020 17:38,0,100,56,1,30/06/2020 17:38,R_2TKV29pnYGg5sGV,,,,,anonymous,EN-GB,6,4,6,4,3,3,,4,20,40,male,5,,,,100000,,,,,c93f6ad9,5,0f01d017,,,oneoff
30/06/2020 17:35,30/06/2020 17:38,0,100,163,1,30/06/2020 17:38,R_sdlL5XgW8GRBNQJ,,,,,anonymous,EN-GB,5,4,5,4,6,6,People would see it as favoritism or if you are in a fire and it is harder to save the doctor it may risk lives unnecessarily. ,4,18,31,male,2,,,,50000,,,,,08d6052e,3,e978f75d,,,rule
30/06/2020 17:40,30/06/2020 17:42,0,100,128,1,30/06/2020 17:42,R_1rMx5qFusVY3Y9S,,,,,anonymous,EN-GB,3,5,3,5,6,6,It's valuing human life solely based on occupation and employment status when more factors should be considered,4,16,33,male,5,,,,32500,,,,,2379d36a,2,c573ea15,,,precedent
30/06/2020 17:40,30/06/2020 17:43,0,100,163,1,30/06/2020 17:43,R_2cdCHs8qp0OQWhT,,,,,anonymous,EN-GB,2,6,5,5,6,6,it's just not fair to play favorites when other lives are on the line,4,18,27,male,2,,,,100000,,,,,1f44078f,5,bd7f8cc2,,,rule
30/06/2020 17:44,30/06/2020 17:44,0,100,36,1,30/06/2020 17:44,R_W7IUMKGF6NMqcpz,,,,,anonymous,EN-GB,4,3,5,3,3,5,I think that every situation is completely different,2,15,32,male,2,,,,50000,,,,,d1bb312c,3,6ddfa4d7,,,rule
30/06/2020 17:44,30/06/2020 17:44,0,100,37,1,30/06/2020 17:44,R_3KMDJiTX0HsZ69H,,,,,anonymous,EN-GB,5,3,5,5,3,3,,2,18,25,male,2,,,,100000,,,,,5d550de6,5,02b8be63,,,precedent
30/06/2020 17:44,30/06/2020 17:44,0,100,24,1,30/06/2020 17:44,R_2aqVEWYShe1Nuex,,,,,anonymous,EN-GB,6,6,6,5,5,6,,4,23,55,female,7,,,,175000,,,,,3c8995bf,7,30e007e4,,,oneoff
30/06/2020 17:44,30/06/2020 17:45,0,100,56,1,30/06/2020 17:45,R_1GUJBgBs2zHZItB,,,,,anonymous,EN-GB,5,3,5,3,3,3,I don't think they are unfair,4,16,24,female,6,,,,4500,,,,,09ef29c2,0,96a306d5,,,oneoff
30/06/2020 17:44,30/06/2020 17:45,0,100,37,1,30/06/2020 17:45,R_Oe3xGgSw9VX9CSZ,,,,,anonymous,EN-GB,7,1,7,1,1,1,,4,16,24,female,5,,,,50000,,,,,25d062fb,3,c47044f5,,,precedent
30/06/2020 17:44,30/06/2020 17:45,0,100,80,1,30/06/2020 17:45,R_qLcIayvUV84aN69,,,,,anonymous,EN-GB,3,4,5,4,3,4,,2,16,32,male,4,,,,32500,,,,,b5b60e88,2,3a6fb24f,,,rule
30/06/2020 17:44,30/06/2020 17:45,0,100,83,1,30/06/2020 17:45,R_xuegZl4uEKd7E89,,,,,anonymous,EN-GB,6,2,6,2,4,3,,4,16,54,male,2,,,,32500,,,,,c6b6942b,2,93d2db29,,,rule
30/06/2020 17:45,30/06/2020 17:45,0,100,38,1,30/06/2020 17:45,R_2dYdRroz417aU54,,,,,anonymous,EN-GB,5,4,5,4,5,4,N/A,4,18,47,male,5,,,,50000,,,,,2ace09eb,3,fc69ad64,,,oneoff
30/06/2020 17:44,30/06/2020 17:45,0,100,110,1,30/06/2020 17:45,R_UGB15NMWBOB98WZ,,,,,anonymous,EN-GB,5,2,5,2,2,2,,4,14,61,male,3,,,,17500,,,,,0c44df9f,1,46a6ed04,,,oneoff
30/06/2020 17:44,30/06/2020 17:45,0,100,86,1,30/06/2020 17:45,R_ZDLgd4Ux4wpZ2pP,,,,,anonymous,EN-GB,2,7,4,4,6,5,"I think this prioritizing lives, which gets tricky and can lead to a slippery slope. ",4,17,42,female,6,,,,100000,,,,,4aa07348,5,c6234fa0,,,rule
30/06/2020 17:44,30/06/2020 17:45,0,100,78,1,30/06/2020 17:45,R_55S1hA1haZz4dZ7,,,,,anonymous,EN-GB,4,4,4,4,4,4," It can lead to them feeling upset, shamed, and even scared. When this happens, you can expect their morale and their productivity levels to plummet. ",4,16,25,male,5,,,,72500,,,,,97c6365a,4,5ac9af13,,,precedent
30/06/2020 17:44,30/06/2020 17:45,0,100,68,1,30/06/2020 17:45,R_2wMOCu2TMjV3q2L,,,,,anonymous,EN-GB,6,2,7,1,4,3,i think it is fair,4,16,42,male,5,,,,100000,,,,,52753107,5,7.34E+40,,,rule
30/06/2020 17:45,30/06/2020 17:46,0,100,64,1,30/06/2020 17:46,R_2zhWEpgQDzL63ca,,,,,anonymous,EN-GB,4,4,4,4,4,4,I don't know what to think. That is a good question.,4,16,47,male,5,,,,132500,,,,,62ff9355,6,18ddf9b2,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,77,1,30/06/2020 17:46,R_2TSMzg1L0D2IfEk,,,,,anonymous,EN-GB,7,2,7,3,4,1,none,4,19,38,female,4,,,,50000,,,,,3a50bb1d,3,101819bf,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,125,1,30/06/2020 17:46,R_zTjqN0zXIdkruzT,,,,,anonymous,EN-GB,6,6,6,5,1,1,,4,23,32,male,2,,,,32500,,,,,6006b8d5,2,01c0723a,,,oneoff
30/06/2020 17:45,30/06/2020 17:46,0,100,62,1,30/06/2020 17:46,R_24uBCuBIePNaP8n,,,,,anonymous,EN-GB,5,3,5,3,3,3,na,4,16,36,male,5,,,,50000,,,,,79fac031,3,837b4872,,,rule
30/06/2020 17:45,30/06/2020 17:46,0,100,69,1,30/06/2020 17:46,R_0jk5rDmMK30bulr,,,,,anonymous,EN-GB,7,1,7,1,1,1,,4,16,41,female,5,,,,32500,,,,,3862fc8e,2,8633b991,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,97,1,30/06/2020 17:46,R_eKFk9BFmD8Lm1uF,,,,,anonymous,EN-GB,4,5,6,2,2,4,,4,17,48,female,5,,,,32500,,,,,a436ca30,2,80999f78,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,97,1,30/06/2020 17:46,R_2EFSLoj88afLxnH,,,,,anonymous,EN-GB,6,2,6,2,3,2,I don't think that the proposals could lead to negative consequences or unfair.,4,16,28,female,6,,,,72500,,,,,2cc15c08,4,f6d8aab4,,,oneoff
30/06/2020 17:45,30/06/2020 17:46,0,100,51,1,30/06/2020 17:46,R_41vqDMiscWg9ymt,,,,,anonymous,EN-GB,4,3,4,3,4,4,,4,14,30,male,5,,,,50000,,,,,2c4d4e74,3,e4735867,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,101,1,30/06/2020 17:46,R_dbz763FE3TGvZNn,,,,,anonymous,EN-GB,2,6,2,6,6,7,You are not considering what the other person can offer to the world.,4,16,30,female,5,,,,100000,,,,,2780d6b2,5,6d3adb37,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,86,1,30/06/2020 17:46,R_PNhbfhAbSMpvCKt,,,,,anonymous,EN-GB,5,4,6,3,1,2,,4,18,21,male,4,,,,100000,,,,,ed684a79,5,fa7b6569,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,113,1,30/06/2020 17:46,R_cYCIzpplhxkf5VD,,,,,anonymous,EN-GB,6,2,6,2,2,2,,4,16,45,male,5,,,,72500,,,,,f9461fd1,4,22d9bcaf,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,107,1,30/06/2020 17:46,R_1rc6AdaoyO6TAIU,,,,,anonymous,EN-GB,6,2,6,2,2,2,,4,16,54,male,6,,,,32500,,,,,bb9b69fd,2,da5a4f1d,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,136,1,30/06/2020 17:46,R_3pnZ5eeWdp0335D,,,,,anonymous,EN-GB,5,5,4,5,6,6,People will protest the unfairness and the city could face a lawsuit,4,19,45,female,5,,,,72500,,,,,9b289b3f,4,22b13383,,,precedent
30/06/2020 17:44,30/06/2020 17:46,0,100,128,1,30/06/2020 17:46,R_2wNScvjVCnysSWk,,,,,anonymous,EN-GB,1,7,4,5,7,6,There are other ways to recruit doctors rather than letting someone die to save one.,4,17,50,male,6,,,,32500,,,,,22e65122,2,0e627b64,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,126,1,30/06/2020 17:46,R_3fiUwwfL4ud4CxF,,,,,anonymous,EN-GB,7,4,7,3,5,4,We don't know for sure that the doctor that is saved will actually help people - nor do we know for sure the the unemployed people would not make an even greater contribution to the society in the future. We can only hope that this will be so.,4,21,36,male,5,,,,100000,,,,,18b51e1c,5,fd6dee3d,,,oneoff
30/06/2020 17:44,30/06/2020 17:46,0,100,156,1,30/06/2020 17:46,R_1Fy4fuRdfwp7SkF,,,,,anonymous,EN-GB,4,3,1,5,7,7,"No matter the situation, a family will lose someone and have to cope with that loss. ",4,13,37,female,5,,,,50000,,,,,661d812c,3,6acdd1e7,,,rule
30/06/2020 17:44,30/06/2020 17:46,0,100,108,1,30/06/2020 17:46,R_YQQSBTy3ZjHLomB,,,,,anonymous,EN-GB,2,6,2,7,7,7,Choosing who gets to be saved based on occupation would lead to major inequalities ,4,17,25,male,5,,,,72500,,,,,80a6acbe,4,550c71cb,,,precedent
30/06/2020 17:44,30/06/2020 17:46,0,100,122,1,30/06/2020 17:46,R_5zjh59igPPnZj57,,,,,anonymous,EN-GB,6,2,7,2,2,2,I think it is fair.,4,17,37,male,5,,,,100000,,,,,e2090903,5,ebde9846,,,precedent
30/06/2020 17:44,30/06/2020 17:46,0,100,128,1,30/06/2020 17:46,R_2qDbr1zRc4uqG1M,,,,,anonymous,EN-GB,5,5,6,2,3,3,,4,18,30,female,5,,,,100000,,,,,b4812125,5,7.05E+95,,,rule
30/06/2020 17:45,30/06/2020 17:46,0,100,101,1,30/06/2020 17:46,R_3qwLfbB7Jio2jCh,,,,,anonymous,EN-GB,6,2,6,2,1,1,I don't think there will be negative consequences or unfairness.,4,16,39,female,7,,,,100000,,,,,fc3c870f,5,447bb29d,,,precedent
30/06/2020 17:45,30/06/2020 17:46,0,100,95,1,30/06/2020 17:46,R_1E07DFoSdE2tqj7,,,,,anonymous,EN-GB,6,2,6,2,3,3,,4,16,27,female,5,,,,32500,,,,,28e47462,2,7512947b,,,precedent
30/06/2020 17:45,30/06/2020 17:46,0,100,75,1,30/06/2020 17:46,R_VL7FPfUd8jTLXe9,,,,,anonymous,EN-GB,4,3,4,5,3,4,I feel both ways about it,2,16,31,male,4,,,,50000,,,,,6843d95b,3,e8e380ab,,,precedent
30/06/2020 17:44,30/06/2020 17:46,0,100,153,1,30/06/2020 17:46,R_1hGairDaoQ9Xgl4,,,,,anonymous,EN-GB,1,7,1,7,7,7,All lives should be treated as worthy. The perceived worth of a person should not factor into it.,4,16,34,male,2,,,,32500,,,,,46d9ced1,2,ba49c814,,,precedent
30/06/2020 17:45,30/06/2020 17:46,0,100,117,1,30/06/2020 17:46,R_29snhKbPF087XFQ,,,,,anonymous,EN-GB,5,3,5,3,3,5,"Ideally, one life shouldn't be more important than another, so that makes it unfair.",4,16,36,female,5,,,,32500,,,,,0e4c7ece,2,f3634125,,,oneoff
30/06/2020 17:44,30/06/2020 17:47,0,100,142,1,30/06/2020 17:47,R_1Q3Ci4s3guoBkwn,,,,,anonymous,EN-GB,3,4,4,3,5,4,They could lead to situations where a person is only saved if they provide an expected value.,4,14,49,female,5,,,,50000,,,,,5b934785,3,8dfd1977,,,precedent
30/06/2020 17:44,30/06/2020 17:47,0,100,153,1,30/06/2020 17:47,R_1jCbfmksqUGyFdQ,,,,,anonymous,EN-GB,7,1,7,1,2,2,,4,16,49,male,8,,,,72500,,,,,49d583d4,4,aa18c8da,,,precedent
30/06/2020 17:44,30/06/2020 17:47,0,100,144,1,30/06/2020 17:47,R_8wyED76wUSMV5AJ,,,,,anonymous,EN-GB,2,6,5,4,7,6,Because then you are saying one's status or job deems them more important than others in society ,4,17,31,male,5,,,,32500,,,,,9fe7142a,2,27a62952,,,precedent
30/06/2020 17:44,30/06/2020 17:47,0,100,141,1,30/06/2020 17:47,R_POpjjU1gVd7IyOt,,,,,anonymous,EN-GB,5,4,6,5,5,4,nothing,3,20,29,male,5,,,,50000,,,,,bcdfb069,3,57c3661e,,,oneoff
30/06/2020 17:44,30/06/2020 17:47,0,100,135,1,30/06/2020 17:47,R_1meHa4NftE3Uk01,,,,,anonymous,EN-GB,1,7,1,7,7,7,Level of education and prestige should not be the sole criterion for worthiness of a person's life.,4,16,67,female,6,,,,72500,,,,,1d867b78,4,adaf7d03,,,precedent
30/06/2020 17:44,30/06/2020 17:47,0,100,159,1,30/06/2020 17:47,R_2ALMqvJ8fDelbiz,,,,,anonymous,EN-GB,4,6,3,6,7,7,"Both lives matter, so just because someone is a doctor and someone is unemployed should not dictate who survives. ",4,19,28,male,5,,,,50000,,,,,fce80aa4,3,3db7380b,,,precedent
30/06/2020 17:44,30/06/2020 17:47,0,100,143,1,30/06/2020 17:47,R_3rYETgu7k2D4bsT,,,,,anonymous,EN-GB,6,4,6,4,2,4,,4,20,41,female,4,,,,72500,,,,,bc710960,4,3dfde895,,,oneoff
30/06/2020 17:44,30/06/2020 17:47,0,100,167,1,30/06/2020 17:47,R_1rjGe4JkOusfRun,,,,,anonymous,EN-GB,5,3,6,3,5,4,It might seem elitest. ,4,17,33,female,5,,,,32500,,,,,16d10f86,2,5e29932a,,,oneoff
30/06/2020 17:44,30/06/2020 17:47,0,100,155,1,30/06/2020 17:47,R_55vAHG4mXIx6Wqt,,,,,anonymous,EN-GB,6,2,6,2,5,4,We dont know what the future holds. We dont know what the unsaved person could of been  . But in the here and now it seemed like the doctor was of more immediate concern to the rest of society,4,16,47,male,2,,,,50000,,,,,109c7533,3,15961ab7,,,rule
30/06/2020 17:44,30/06/2020 17:47,0,100,158,1,30/06/2020 17:47,R_3lJHoIIgpEwGOQW,,,,,anonymous,EN-GB,5,3,5,3,4,6,"I am unsure if there would be negative consequences, but I feel like it's unfair, since a truly fair system would be blind to what someone's profession was when it comes to life-saving procedures.",4,16,39,male,5,,,,17500,,,,,52f1e807,1,fa21a665,,,oneoff
30/06/2020 17:44,30/06/2020 17:47,0,100,163,1,30/06/2020 17:47,R_UsVf3yDUGnfoDJv,,,,,anonymous,EN-GB,6,2,6,2,4,5,I think the proposals are unfair because it is unfair to the unemployed people who are dying because only the doctor will be saved. ,4,16,28,female,5,,,,72500,,,,,e4d512bd,4,2e432fe9,,,precedent
